Label;NodeStrength;DegreeCentrality;BetweennessCentrality;EigenvectorCentrality;ClusteringCoefficient;AvgPathLength;region_name;hemisphere
1411;0.29253;0.29253;0.29253;0.29253;0.29253;0.29253;1411_135_85_36;right
1412;0.085052;0.085052;0.085052;0.085052;0.085052;0.085052;1412_172_85_36;right
1413;0.1366;0.1366;0.1366;0.1366;0.1366;0.1366;1413_168_86_36;right
1414;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;1414_100_88_36;right
1415;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;1415_109_90_36;right
1416;0.37113;0.37113;0.37113;0.37113;0.37113;0.37113;1416_161_91_36;right
1417;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;1417_133_93_36;right
1418;0.30026;0.30026;0.30026;0.30026;0.30026;0.30026;1418_172_94_36;right
1419;0.31443;0.31443;0.31443;0.31443;0.31443;0.31443;1419_146_95_36;right
1420;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;1420_108_96_36;right
1421;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;1421_86_98_36;right
1422;0.35567;0.35567;0.35567;0.35567;0.35567;0.35567;1422_135_98_36;right
1423;0.33376;0.33376;0.33376;0.33376;0.33376;0.33376;1423_91_99_36;right
1424;0.34923;0.34923;0.34923;0.34923;0.34923;0.34923;1424_169_100_36;right
1425;0.29124;0.29124;0.29124;0.29124;0.29124;0.29124;1425_128_102_36;right
1426;0.35825;0.35825;0.35825;0.35825;0.35825;0.35825;1426_83_103_36;right
1427;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;1427_112_103_36;right
1428;0.36598;0.36598;0.36598;0.36598;0.36598;0.36598;1428_96_104_36;right
1429;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;1429_145_104_36;right
1430;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;1430_164_104_36;right
1431;0.33634;0.33634;0.33634;0.33634;0.33634;0.33634;1431_116_105_36;right
1432;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;1432_133_105_36;right
1433;0.060567;0.060567;0.060567;0.060567;0.060567;0.060567;1433_77_106_36;right
1434;0.33376;0.33376;0.33376;0.33376;0.33376;0.33376;1434_106_107_36;right
1435;0.35052;0.35052;0.35052;0.35052;0.35052;0.35052;1435_135_108_36;right
1436;0.36211;0.36211;0.36211;0.36211;0.36211;0.36211;1436_131_109_36;right
1437;0.19845;0.19845;0.19845;0.19845;0.19845;0.19845;1437_96_110_36;right
1438;0.25258;0.25258;0.25258;0.25258;0.25258;0.25258;1438_142_111_36;right
1439;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;1439_96_113_36;right
1440;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;1440_102_113_36;right
1441;0.3183;0.3183;0.3183;0.3183;0.3183;0.3183;1441_110_114_36;right
1442;0.35309;0.35309;0.35309;0.35309;0.35309;0.35309;1442_119_115_36;right
1443;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;1443_87_117_36;right
1444;0.39433;0.39433;0.39433;0.39433;0.39433;0.39433;1444_94_118_36;right
1445;0.34923;0.34923;0.34923;0.34923;0.34923;0.34923;1445_175_118_36;right
1446;0.20876;0.20876;0.20876;0.20876;0.20876;0.20876;1446_116_119_36;right
1447;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;1447_106_120_36;right
1448;0.33376;0.33376;0.33376;0.33376;0.33376;0.33376;1448_154_120_36;right
1449;0.21649;0.21649;0.21649;0.21649;0.21649;0.21649;1449_118_122_36;right
1450;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;1450_99_123_36;right
1451;0.31572;0.31572;0.31572;0.31572;0.31572;0.31572;1451_112_124_36;right
1452;0.37887;0.37887;0.37887;0.37887;0.37887;0.37887;1452_89_126_36;right
1453;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;1453_104_126_36;right
1454;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;1454_153_127_36;right
1455;0.33376;0.33376;0.33376;0.33376;0.33376;0.33376;1455_114_128_36;right
1456;0.32088;0.32088;0.32088;0.32088;0.32088;0.32088;1456_91_129_36;right
1457;0.27835;0.27835;0.27835;0.27835;0.27835;0.27835;1457_155_129_36;right
1458;0.31314;0.31314;0.31314;0.31314;0.31314;0.31314;1458_114_131_36;right
1459;0.39046;0.39046;0.39046;0.39046;0.39046;0.39046;1459_154_132_36;right
1460;0.31443;0.31443;0.31443;0.31443;0.31443;0.31443;1460_143_133_36;right
1461;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;1461_91_134_36;right
1462;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;1462_152_134_36;right
1463;0.375;0.375;0.375;0.375;0.375;0.375;1463_156_135_36;right
1464;0.15593;0.15593;0.15593;0.15593;0.15593;0.15593;1464_83_136_36;right
1465;0.23196;0.23196;0.23196;0.23196;0.23196;0.23196;1465_181_137_36;right
1466;0.20619;0.20619;0.20619;0.20619;0.20619;0.20619;1466_112_139_36;right
1467;0.24742;0.24742;0.24742;0.24742;0.24742;0.24742;1467_174_139_36;right
1468;0.31186;0.31186;0.31186;0.31186;0.31186;0.31186;1468_100_140_36;right
1469;0.21263;0.21263;0.21263;0.21263;0.21263;0.21263;1469_147_140_36;right
1470;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;1470_94_142_36;right
1471;0.18814;0.18814;0.18814;0.18814;0.18814;0.18814;1471_158_142_36;right
1472;0.21907;0.21907;0.21907;0.21907;0.21907;0.21907;1472_152_144_36;right
1473;0.21134;0.21134;0.21134;0.21134;0.21134;0.21134;1473_88_145_36;right
1474;0.27448;0.27448;0.27448;0.27448;0.27448;0.27448;1474_101_146_36;right
1475;0.28608;0.28608;0.28608;0.28608;0.28608;0.28608;1475_109_146_36;right
1476;0.31572;0.31572;0.31572;0.31572;0.31572;0.31572;1476_134_147_36;right
1477;0.28093;0.28093;0.28093;0.28093;0.28093;0.28093;1477_111_149_36;right
1478;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;1478_163_150_36;right
1479;0.21134;0.21134;0.21134;0.21134;0.21134;0.21134;1479_147_152_36;right
1480;0.27577;0.27577;0.27577;0.27577;0.27577;0.27577;1480_114_153_36;right
1481;0.20103;0.20103;0.20103;0.20103;0.20103;0.20103;1481_150_155_36;right
1482;0.35309;0.35309;0.35309;0.35309;0.35309;0.35309;1482_113_157_36;right
1483;0.49098;0.49098;0.49098;0.49098;0.49098;0.49098;1483_146_158_36;right
1484;0.30928;0.30928;0.30928;0.30928;0.30928;0.30928;1484_149_158_36;right
1485;0.26031;0.26031;0.26031;0.26031;0.26031;0.26031;1485_131_161_36;right
1486;0.28222;0.28222;0.28222;0.28222;0.28222;0.28222;1486_159_161_36;right
1487;0.82603;0.82603;0.82603;0.82603;0.82603;0.82603;1487_141_166_36;right
1488;0.20747;0.20747;0.20747;0.20747;0.20747;0.20747;1488_125_169_36;right
1489;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;1489_137_171_36;right
1490;0.18557;0.18557;0.18557;0.18557;0.18557;0.18557;1490_125_175_36;right
1491;0.24871;0.24871;0.24871;0.24871;0.24871;0.24871;1491_112_60_37;right
1492;0.25515;0.25515;0.25515;0.25515;0.25515;0.25515;1492_113_60_37;right
1493;0.078608;0.078608;0.078608;0.078608;0.078608;0.078608;1493_107_61_37;right
1494;0.31186;0.31186;0.31186;0.31186;0.31186;0.31186;1494_146_63_37;right
1495;0.18299;0.18299;0.18299;0.18299;0.18299;0.18299;1495_126_66_37;right
1496;0.32861;0.32861;0.32861;0.32861;0.32861;0.32861;1496_140_68_37;right
1497;0.34278;0.34278;0.34278;0.34278;0.34278;0.34278;1497_113_71_37;right
1498;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;1498_115_73_37;right
1499;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;1499_142_74_37;right
1500;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;1500_120_76_37;right
1501;0.23454;0.23454;0.23454;0.23454;0.23454;0.23454;1501_142_76_37;right
1502;0.35052;0.35052;0.35052;0.35052;0.35052;0.35052;1502_150_78_37;right
1503;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;1503_129_80_37;right
1504;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;1504_149_80_37;right
1505;0.36727;0.36727;0.36727;0.36727;0.36727;0.36727;1505_156_81_37;right
1506;0.33505;0.33505;0.33505;0.33505;0.33505;0.33505;1506_115_82_37;right
1507;0.21392;0.21392;0.21392;0.21392;0.21392;0.21392;1507_93_83_37;right
1508;0.27191;0.27191;0.27191;0.27191;0.27191;0.27191;1508_108_83_37;right
1509;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;1509_118_84_37;right
1510;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;1510_161_85_37;right
1511;0.15206;0.15206;0.15206;0.15206;0.15206;0.15206;1511_88_87_37;right
1512;0.33376;0.33376;0.33376;0.33376;0.33376;0.33376;1512_97_89_37;right
1513;0.35052;0.35052;0.35052;0.35052;0.35052;0.35052;1513_97_90_37;right
1514;0.29124;0.29124;0.29124;0.29124;0.29124;0.29124;1514_166_91_37;right
1515;0.28995;0.28995;0.28995;0.28995;0.28995;0.28995;1515_147_92_37;right
1516;0.24742;0.24742;0.24742;0.24742;0.24742;0.24742;1516_87_94_37;right
1517;0.095361;0.095361;0.095361;0.095361;0.095361;0.095361;1517_82_96_37;right
1518;0.33505;0.33505;0.33505;0.33505;0.33505;0.33505;1518_110_97_37;right
1519;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;1519_168_97_37;right
1520;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;1520_117_98_37;right
1521;0.31186;0.31186;0.31186;0.31186;0.31186;0.31186;1521_152_99_37;right
1522;0.36598;0.36598;0.36598;0.36598;0.36598;0.36598;1522_88_101_37;right
1523;0.35567;0.35567;0.35567;0.35567;0.35567;0.35567;1523_157_101_37;right
1524;0.32603;0.32603;0.32603;0.32603;0.32603;0.32603;1524_112_102_37;right
1525;0.34923;0.34923;0.34923;0.34923;0.34923;0.34923;1525_157_102_37;right
1526;0.32603;0.32603;0.32603;0.32603;0.32603;0.32603;1526_107_104_37;right
1527;0.32603;0.32603;0.32603;0.32603;0.32603;0.32603;1527_121_105_37;right
1528;0.34665;0.34665;0.34665;0.34665;0.34665;0.34665;1528_154_105_37;right
1529;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;1529_109_106_37;right
1530;0.34665;0.34665;0.34665;0.34665;0.34665;0.34665;1530_82_108_37;right
1531;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;1531_84_109_37;right
1532;0.22809;0.22809;0.22809;0.22809;0.22809;0.22809;1532_139_109_37;right
1533;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;1533_92_111_37;right
1534;0.30026;0.30026;0.30026;0.30026;0.30026;0.30026;1534_109_111_37;right
1535;0.28995;0.28995;0.28995;0.28995;0.28995;0.28995;1535_171_112_37;right
1536;0.24485;0.24485;0.24485;0.24485;0.24485;0.24485;1536_173_112_37;right
1537;0.19072;0.19072;0.19072;0.19072;0.19072;0.19072;1537_77_114_37;right
1538;0.22809;0.22809;0.22809;0.22809;0.22809;0.22809;1538_117_115_37;right
1539;0.31057;0.31057;0.31057;0.31057;0.31057;0.31057;1539_82_117_37;right
1540;0.34536;0.34536;0.34536;0.34536;0.34536;0.34536;1540_104_118_37;right
1541;0.28093;0.28093;0.28093;0.28093;0.28093;0.28093;1541_182_119_37;right
1542;0.38015;0.38015;0.38015;0.38015;0.38015;0.38015;1542_160_120_37;right
1543;0.27448;0.27448;0.27448;0.27448;0.27448;0.27448;1543_144_121_37;right
1544;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;1544_101_122_37;right
1545;0.33505;0.33505;0.33505;0.33505;0.33505;0.33505;1545_105_122_37;right
1546;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;1546_86_124_37;right
1547;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;1547_172_124_37;right
1548;0.29897;0.29897;0.29897;0.29897;0.29897;0.29897;1548_141_125_37;right
1549;0.24227;0.24227;0.24227;0.24227;0.24227;0.24227;1549_134_126_37;right
1550;0.11985;0.11985;0.11985;0.11985;0.11985;0.11985;1550_183_126_37;right
1551;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;1551_101_128_37;right
1552;0.31701;0.31701;0.31701;0.31701;0.31701;0.31701;1552_87_130_37;right
1553;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;1553_87_131_37;right
1554;0.31701;0.31701;0.31701;0.31701;0.31701;0.31701;1554_114_131_37;right
1555;0.35696;0.35696;0.35696;0.35696;0.35696;0.35696;1555_152_131_37;right
1556;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;1556_112_133_37;right
1557;0.21134;0.21134;0.21134;0.21134;0.21134;0.21134;1557_124_133_37;right
1558;0.31443;0.31443;0.31443;0.31443;0.31443;0.31443;1558_140_134_37;right
1559;0.19974;0.19974;0.19974;0.19974;0.19974;0.19974;1559_121_135_37;right
1560;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;1560_142_135_37;right
1561;0.36469;0.36469;0.36469;0.36469;0.36469;0.36469;1561_154_136_37;right
1562;0.15335;0.15335;0.15335;0.15335;0.15335;0.15335;1562_178_136_37;right
1563;0.28479;0.28479;0.28479;0.28479;0.28479;0.28479;1563_91_138_37;right
1564;0.19974;0.19974;0.19974;0.19974;0.19974;0.19974;1564_118_139_37;right
1565;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;1565_149_139_37;right
1566;0.26933;0.26933;0.26933;0.26933;0.26933;0.26933;1566_115_140_37;right
1567;0.16624;0.16624;0.16624;0.16624;0.16624;0.16624;1567_144_141_37;right
1568;0.21778;0.21778;0.21778;0.21778;0.21778;0.21778;1568_108_142_37;right
1569;0.31443;0.31443;0.31443;0.31443;0.31443;0.31443;1569_111_144_37;right
1570;0.18041;0.18041;0.18041;0.18041;0.18041;0.18041;1570_150_145_37;right
1571;0.28093;0.28093;0.28093;0.28093;0.28093;0.28093;1571_141_146_37;right
1572;0.18428;0.18428;0.18428;0.18428;0.18428;0.18428;1572_88_147_37;right
1573;0.20747;0.20747;0.20747;0.20747;0.20747;0.20747;1573_103_149_37;right
1574;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;1574_141_149_37;right
1575;0.25;0.25;0.25;0.25;0.25;0.25;1575_102_150_37;right
1576;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;1576_114_152_37;right
1577;0.28995;0.28995;0.28995;0.28995;0.28995;0.28995;1577_141_152_37;right
1578;0.27964;0.27964;0.27964;0.27964;0.27964;0.27964;1578_122_153_37;right
1579;0.19845;0.19845;0.19845;0.19845;0.19845;0.19845;1579_153_153_37;right
1580;0.1933;0.1933;0.1933;0.1933;0.1933;0.1933;1580_149_155_37;right
1581;0.21134;0.21134;0.21134;0.21134;0.21134;0.21134;1581_143_157_37;right
1582;0.24356;0.24356;0.24356;0.24356;0.24356;0.24356;1582_123_158_37;right
1583;0.56186;0.56186;0.56186;0.56186;0.56186;0.56186;1583_110_161_37;right
1584;0.18814;0.18814;0.18814;0.18814;0.18814;0.18814;1584_134_161_37;right
1585;0.23454;0.23454;0.23454;0.23454;0.23454;0.23454;1585_119_163_37;right
1586;0.23325;0.23325;0.23325;0.23325;0.23325;0.23325;1586_129_165_37;right
1587;0.87113;0.87113;0.87113;0.87113;0.87113;0.87113;1587_116_169_37;right
1588;0.91881;0.91881;0.91881;0.91881;0.91881;0.91881;1588_140_172_37;right
1589;0.27835;0.27835;0.27835;0.27835;0.27835;0.27835;1589_117_59_38;right
1590;0.26289;0.26289;0.26289;0.26289;0.26289;0.26289;1590_150_62_38;right
1591;0.38531;0.38531;0.38531;0.38531;0.38531;0.38531;1591_112_64_38;right
1592;0.22552;0.22552;0.22552;0.22552;0.22552;0.22552;1592_157_66_38;right
1593;0.27448;0.27448;0.27448;0.27448;0.27448;0.27448;1593_137_68_38;right
1594;0.31314;0.31314;0.31314;0.31314;0.31314;0.31314;1594_133_70_38;right
1595;0.37629;0.37629;0.37629;0.37629;0.37629;0.37629;1595_155_72_38;right
1596;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;1596_120_75_38;right
1597;0.046392;0.046392;0.046392;0.046392;0.046392;0.046392;1597_90_77_38;right
1598;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;1598_122_79_38;right
1599;0.28737;0.28737;0.28737;0.28737;0.28737;0.28737;1599_118_81_38;right
1600;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;1600_122_81_38;right
1601;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;1601_158_82_38;right
1602;0.30412;0.30412;0.30412;0.30412;0.30412;0.30412;1602_163_82_38;right
1603;0.15979;0.15979;0.15979;0.15979;0.15979;0.15979;1603_170_84_38;right
1604;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;1604_122_86_38;right
1605;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;1605_100_87_38;right
1606;0.26933;0.26933;0.26933;0.26933;0.26933;0.26933;1606_128_87_38;right
1607;0.31314;0.31314;0.31314;0.31314;0.31314;0.31314;1607_151_88_38;right
1608;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;1608_115_89_38;right
1609;0.33505;0.33505;0.33505;0.33505;0.33505;0.33505;1609_106_91_38;right
1610;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;1610_100_93_38;right
1611;0.33119;0.33119;0.33119;0.33119;0.33119;0.33119;1611_106_93_38;right
1612;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;1612_164_93_38;right
1613;0.36727;0.36727;0.36727;0.36727;0.36727;0.36727;1613_160_95_38;right
1614;0.34536;0.34536;0.34536;0.34536;0.34536;0.34536;1614_116_97_38;right
1615;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;1615_127_98_38;right
1616;0.33505;0.33505;0.33505;0.33505;0.33505;0.33505;1616_171_98_38;right
1617;0.28866;0.28866;0.28866;0.28866;0.28866;0.28866;1617_150_99_38;right
1618;0.35309;0.35309;0.35309;0.35309;0.35309;0.35309;1618_119_101_38;right
1619;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;1619_135_102_38;right
1620;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;1620_107_104_38;right
1621;0.27191;0.27191;0.27191;0.27191;0.27191;0.27191;1621_144_104_38;right
1622;0.36727;0.36727;0.36727;0.36727;0.36727;0.36727;1622_157_104_38;right
1623;0.21005;0.21005;0.21005;0.21005;0.21005;0.21005;1623_129_105_38;right
1624;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;1624_110_107_38;right
1625;0.375;0.375;0.375;0.375;0.375;0.375;1625_89_109_38;right
1626;0.25644;0.25644;0.25644;0.25644;0.25644;0.25644;1626_180_109_38;right
1627;0.25902;0.25902;0.25902;0.25902;0.25902;0.25902;1627_97_110_38;right
1628;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;1628_113_111_38;right
1629;0.23067;0.23067;0.23067;0.23067;0.23067;0.23067;1629_139_112_38;right
1630;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;1630_100_114_38;right
1631;0.37113;0.37113;0.37113;0.37113;0.37113;0.37113;1631_159_114_38;right
1632;0.31057;0.31057;0.31057;0.31057;0.31057;0.31057;1632_181_114_38;right
1633;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;1633_153_116_38;right
1634;0.36598;0.36598;0.36598;0.36598;0.36598;0.36598;1634_123_117_38;right
1635;0.3634;0.3634;0.3634;0.3634;0.3634;0.3634;1635_175_118_38;right
1636;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;1636_112_119_38;right
1637;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;1637_165_120_38;right
1638;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;1638_135_122_38;right
1639;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;1639_120_123_38;right
1640;0.28866;0.28866;0.28866;0.28866;0.28866;0.28866;1640_116_124_38;right
1641;0.37113;0.37113;0.37113;0.37113;0.37113;0.37113;1641_158_125_38;right
1642;0.15979;0.15979;0.15979;0.15979;0.15979;0.15979;1642_129_126_38;right
1643;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;1643_176_127_38;right
1644;0.33119;0.33119;0.33119;0.33119;0.33119;0.33119;1644_116_128_38;right
1645;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;1645_159_128_38;right
1646;0.31186;0.31186;0.31186;0.31186;0.31186;0.31186;1646_145_129_38;right
1647;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;1647_101_131_38;right
1648;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;1648_156_131_38;right
1649;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;1649_91_132_38;right
1650;0.3518;0.3518;0.3518;0.3518;0.3518;0.3518;1650_104_133_38;right
1651;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;1651_96_135_38;right
1652;0.32216;0.32216;0.32216;0.32216;0.32216;0.32216;1652_101_136_38;right
1653;0.35954;0.35954;0.35954;0.35954;0.35954;0.35954;1653_151_136_38;right
1654;0.28351;0.28351;0.28351;0.28351;0.28351;0.28351;1654_128_138_38;right
1655;0.17655;0.17655;0.17655;0.17655;0.17655;0.17655;1655_99_139_38;right
1656;0.15593;0.15593;0.15593;0.15593;0.15593;0.15593;1656_110_140_38;right
1657;0.25902;0.25902;0.25902;0.25902;0.25902;0.25902;1657_107_141_38;right
1658;0.13918;0.13918;0.13918;0.13918;0.13918;0.13918;1658_87_142_38;right
1659;0.23969;0.23969;0.23969;0.23969;0.23969;0.23969;1659_170_143_38;right
1660;0.13015;0.13015;0.13015;0.13015;0.13015;0.13015;1660_86_146_38;right
1661;0.26031;0.26031;0.26031;0.26031;0.26031;0.26031;1661_93_148_38;right
1662;0.2384;0.2384;0.2384;0.2384;0.2384;0.2384;1662_154_148_38;right
1663;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;1663_96_149_38;right
1664;0.35954;0.35954;0.35954;0.35954;0.35954;0.35954;1664_109_150_38;right
1665;0.35309;0.35309;0.35309;0.35309;0.35309;0.35309;1665_132_152_38;right
1666;0.22938;0.22938;0.22938;0.22938;0.22938;0.22938;1666_96_153_38;right
1667;0.29897;0.29897;0.29897;0.29897;0.29897;0.29897;1667_140_154_38;right
1668;0.27448;0.27448;0.27448;0.27448;0.27448;0.27448;1668_160_155_38;right
1669;0.12758;0.12758;0.12758;0.12758;0.12758;0.12758;1669_97_156_38;right
1670;0.21521;0.21521;0.21521;0.21521;0.21521;0.21521;1670_115_157_38;right
1671;0.2616;0.2616;0.2616;0.2616;0.2616;0.2616;1671_147_158_38;right
1672;0.26289;0.26289;0.26289;0.26289;0.26289;0.26289;1672_139_159_38;right
1673;0.27964;0.27964;0.27964;0.27964;0.27964;0.27964;1673_150_160_38;right
1674;0.24098;0.24098;0.24098;0.24098;0.24098;0.24098;1674_153_162_38;right
1675;0.28995;0.28995;0.28995;0.28995;0.28995;0.28995;1675_160_162_38;right
1676;0.35825;0.35825;0.35825;0.35825;0.35825;0.35825;1676_158_165_38;right
1677;0.79768;0.79768;0.79768;0.79768;0.79768;0.79768;1677_140_169_38;right
1678;0.11211;0.11211;0.11211;0.11211;0.11211;0.11211;1678_134_173_38;right
1679;0.82088;0.82088;0.82088;0.82088;0.82088;0.82088;1679_141_174_38;right
1680;0.20876;0.20876;0.20876;0.20876;0.20876;0.20876;1680_130_182_38;right
1681;0.036082;0.036082;0.036082;0.036082;0.036082;0.036082;1681_147_57_39;right
1682;0.37242;0.37242;0.37242;0.37242;0.37242;0.37242;1682_121_61_39;right
1683;0.12629;0.12629;0.12629;0.12629;0.12629;0.12629;1683_127_63_39;right
1684;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;1684_125_65_39;right
1685;0.078608;0.078608;0.078608;0.078608;0.078608;0.078608;1685_98_68_39;right
1686;0.36211;0.36211;0.36211;0.36211;0.36211;0.36211;1686_146_68_39;right
1687;0.27835;0.27835;0.27835;0.27835;0.27835;0.27835;1687_130_69_39;right
1688;0.34794;0.34794;0.34794;0.34794;0.34794;0.34794;1688_154_70_39;right
1689;0.37371;0.37371;0.37371;0.37371;0.37371;0.37371;1689_123_71_39;right
1690;0.091495;0.091495;0.091495;0.091495;0.091495;0.091495;1690_95_72_39;right
1691;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;1691_145_73_39;right
1692;0.375;0.375;0.375;0.375;0.375;0.375;1692_109_75_39;right
1693;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;1693_127_75_39;right
1694;0.27191;0.27191;0.27191;0.27191;0.27191;0.27191;1694_144_75_39;right
1695;0.18557;0.18557;0.18557;0.18557;0.18557;0.18557;1695_132_77_39;right
1696;0.21392;0.21392;0.21392;0.21392;0.21392;0.21392;1696_136_79_39;right
1697;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;1697_107_80_39;right
1698;0.30284;0.30284;0.30284;0.30284;0.30284;0.30284;1698_127_81_39;right
1699;0.25773;0.25773;0.25773;0.25773;0.25773;0.25773;1699_167_82_39;right
1700;0.18041;0.18041;0.18041;0.18041;0.18041;0.18041;1700_169_82_39;right
1701;0.3634;0.3634;0.3634;0.3634;0.3634;0.3634;1701_92_83_39;right
1702;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;1702_123_83_39;right
1703;0.34665;0.34665;0.34665;0.34665;0.34665;0.34665;1703_164_84_39;right
1704;0.30284;0.30284;0.30284;0.30284;0.30284;0.30284;1704_168_86_39;right
1705;0.32088;0.32088;0.32088;0.32088;0.32088;0.32088;1705_107_87_39;right
1706;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;1706_124_87_39;right
1707;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;1707_116_89_39;right
1708;0.3183;0.3183;0.3183;0.3183;0.3183;0.3183;1708_162_90_39;right
1709;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;1709_168_91_39;right
1710;0.33505;0.33505;0.33505;0.33505;0.33505;0.33505;1710_128_92_39;right
1711;0.055412;0.055412;0.055412;0.055412;0.055412;0.055412;1711_180_93_39;right
1712;0.03866;0.03866;0.03866;0.03866;0.03866;0.03866;1712_181_93_39;right
1713;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;1713_93_94_39;right
1714;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;1714_84_95_39;right
1715;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;1715_126_96_39;right
1716;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;1716_131_97_39;right
1717;0.30026;0.30026;0.30026;0.30026;0.30026;0.30026;1717_168_97_39;right
1718;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;1718_130_98_39;right
1719;0.28608;0.28608;0.28608;0.28608;0.28608;0.28608;1719_177_99_39;right
1720;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;1720_152_101_39;right
1721;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;1721_104_103_39;right
1722;0.039948;0.039948;0.039948;0.039948;0.039948;0.039948;1722_184_103_39;right
1723;0.40464;0.40464;0.40464;0.40464;0.40464;0.40464;1723_166_105_39;right
1724;0.27835;0.27835;0.27835;0.27835;0.27835;0.27835;1724_128_107_39;right
1725;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;1725_83_109_39;right
1726;0.37887;0.37887;0.37887;0.37887;0.37887;0.37887;1726_168_110_39;right
1727;0.33376;0.33376;0.33376;0.33376;0.33376;0.33376;1727_129_112_39;right
