Label;NodeStrength;DegreeCentrality;BetweennessCentrality;EigenvectorCentrality;ClusteringCoefficient;AvgPathLength;region_name;hemisphere
333;0.31572;0.31572;0.31572;0.31572;0.31572;0.31572;333_100_91_19;right
334;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;334_120_93_19;right
335;0.24098;0.24098;0.24098;0.24098;0.24098;0.24098;335_162_93_19;right
336;0.050258;0.050258;0.050258;0.050258;0.050258;0.050258;336_169_95_19;right
337;0.28737;0.28737;0.28737;0.28737;0.28737;0.28737;337_126_96_19;right
338;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;338_108_98_19;right
339;0.33634;0.33634;0.33634;0.33634;0.33634;0.33634;339_103_100_19;right
340;0.21005;0.21005;0.21005;0.21005;0.21005;0.21005;340_168_101_19;right
341;0.28737;0.28737;0.28737;0.28737;0.28737;0.28737;341_136_103_19;right
342;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;342_108_104_19;right
343;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;343_135_105_19;right
344;0.2268;0.2268;0.2268;0.2268;0.2268;0.2268;344_154_107_19;right
345;0.20103;0.20103;0.20103;0.20103;0.20103;0.20103;345_108_108_19;right
346;0.069588;0.069588;0.069588;0.069588;0.069588;0.069588;346_106_110_19;right
347;0.29639;0.29639;0.29639;0.29639;0.29639;0.29639;347_135_110_19;right
348;0.16881;0.16881;0.16881;0.16881;0.16881;0.16881;348_143_111_19;right
349;0.21778;0.21778;0.21778;0.21778;0.21778;0.21778;349_145_132_19;right
350;0.24613;0.24613;0.24613;0.24613;0.24613;0.24613;350_147_138_19;right
351;0.19072;0.19072;0.19072;0.19072;0.19072;0.19072;351_153_144_19;right
352;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;352_119_69_20;right
353;0.28222;0.28222;0.28222;0.28222;0.28222;0.28222;353_118_70_20;right
354;0.22809;0.22809;0.22809;0.22809;0.22809;0.22809;354_141_74_20;right
355;0.28866;0.28866;0.28866;0.28866;0.28866;0.28866;355_116_77_20;right
356;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;356_108_78_20;right
357;0.25129;0.25129;0.25129;0.25129;0.25129;0.25129;357_97_79_20;right
358;0.33376;0.33376;0.33376;0.33376;0.33376;0.33376;358_114_81_20;right
359;0.28093;0.28093;0.28093;0.28093;0.28093;0.28093;359_157_82_20;right
360;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;360_105_85_20;right
361;0.30026;0.30026;0.30026;0.30026;0.30026;0.30026;361_104_86_20;right
362;0.30284;0.30284;0.30284;0.30284;0.30284;0.30284;362_137_87_20;right
363;0.25902;0.25902;0.25902;0.25902;0.25902;0.25902;363_97_88_20;right
364;0.33119;0.33119;0.33119;0.33119;0.33119;0.33119;364_142_89_20;right
365;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;365_124_91_20;right
366;0.26546;0.26546;0.26546;0.26546;0.26546;0.26546;366_161_93_20;right
367;0.30026;0.30026;0.30026;0.30026;0.30026;0.30026;367_131_95_20;right
368;0.094072;0.094072;0.094072;0.094072;0.094072;0.094072;368_170_95_20;right
369;0.25644;0.25644;0.25644;0.25644;0.25644;0.25644;369_165_96_20;right
370;0.31701;0.31701;0.31701;0.31701;0.31701;0.31701;370_147_98_20;right
371;0.23196;0.23196;0.23196;0.23196;0.23196;0.23196;371_165_99_20;right
372;0.25258;0.25258;0.25258;0.25258;0.25258;0.25258;372_159_100_20;right
373;0.30284;0.30284;0.30284;0.30284;0.30284;0.30284;373_138_102_20;right
374;0.26675;0.26675;0.26675;0.26675;0.26675;0.26675;374_158_103_20;right
375;0.25515;0.25515;0.25515;0.25515;0.25515;0.25515;375_140_105_20;right
376;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;376_129_106_20;right
377;0.26675;0.26675;0.26675;0.26675;0.26675;0.26675;377_122_108_20;right
378;0.079897;0.079897;0.079897;0.079897;0.079897;0.079897;378_150_111_20;right
379;0.19201;0.19201;0.19201;0.19201;0.19201;0.19201;379_129_113_20;right
380;0.13144;0.13144;0.13144;0.13144;0.13144;0.13144;380_122_115_20;right
381;0.15206;0.15206;0.15206;0.15206;0.15206;0.15206;381_132_116_20;right
382;0.15593;0.15593;0.15593;0.15593;0.15593;0.15593;382_132_117_20;right
383;0.15593;0.15593;0.15593;0.15593;0.15593;0.15593;383_153_132_20;right
384;0.24871;0.24871;0.24871;0.24871;0.24871;0.24871;384_147_134_20;right
385;0.26933;0.26933;0.26933;0.26933;0.26933;0.26933;385_104_137_20;right
386;0.25773;0.25773;0.25773;0.25773;0.25773;0.25773;386_104_138_20;right
387;0.25644;0.25644;0.25644;0.25644;0.25644;0.25644;387_144_140_20;right
388;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;388_138_141_20;right
389;0.17397;0.17397;0.17397;0.17397;0.17397;0.17397;389_162_144_20;right
390;0.29253;0.29253;0.29253;0.29253;0.29253;0.29253;390_150_152_20;right
391;0.25387;0.25387;0.25387;0.25387;0.25387;0.25387;391_138_69_21;right
392;0.13273;0.13273;0.13273;0.13273;0.13273;0.13273;392_137_72_21;right
393;0.2732;0.2732;0.2732;0.2732;0.2732;0.2732;393_138_74_21;right
394;0.29639;0.29639;0.29639;0.29639;0.29639;0.29639;394_145_74_21;right
395;0.28995;0.28995;0.28995;0.28995;0.28995;0.28995;395_123_77_21;right
396;0.17784;0.17784;0.17784;0.17784;0.17784;0.17784;396_125_77_21;right
397;0.29639;0.29639;0.29639;0.29639;0.29639;0.29639;397_145_78_21;right
398;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;398_103_80_21;right
399;0.15593;0.15593;0.15593;0.15593;0.15593;0.15593;399_165_80_21;right
400;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;400_106_81_21;right
401;0.30155;0.30155;0.30155;0.30155;0.30155;0.30155;401_137_82_21;right
402;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;402_112_83_21;right
403;0.29897;0.29897;0.29897;0.29897;0.29897;0.29897;403_142_85_21;right
404;0.28995;0.28995;0.28995;0.28995;0.28995;0.28995;404_141_86_21;right
405;0.2616;0.2616;0.2616;0.2616;0.2616;0.2616;405_155_86_21;right
406;0.22423;0.22423;0.22423;0.22423;0.22423;0.22423;406_165_87_21;right
407;0.32603;0.32603;0.32603;0.32603;0.32603;0.32603;407_149_88_21;right
408;0.31186;0.31186;0.31186;0.31186;0.31186;0.31186;408_116_89_21;right
409;0.021907;0.021907;0.021907;0.021907;0.021907;0.021907;409_170_90_21;right
410;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;410_123_92_21;right
411;0.28093;0.28093;0.28093;0.28093;0.28093;0.28093;411_164_93_21;right
412;0.31057;0.31057;0.31057;0.31057;0.31057;0.31057;412_134_94_21;right
413;0.30284;0.30284;0.30284;0.30284;0.30284;0.30284;413_163_94_21;right
414;0.31186;0.31186;0.31186;0.31186;0.31186;0.31186;414_138_95_21;right
415;0.34923;0.34923;0.34923;0.34923;0.34923;0.34923;415_150_97_21;right
416;0.050258;0.050258;0.050258;0.050258;0.050258;0.050258;416_89_100_21;right
417;0.30928;0.30928;0.30928;0.30928;0.30928;0.30928;417_101_101_21;right
418;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;418_139_101_21;right
419;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;419_109_102_21;right
420;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;420_145_103_21;right
421;0.31314;0.31314;0.31314;0.31314;0.31314;0.31314;421_155_105_21;right
422;0.23196;0.23196;0.23196;0.23196;0.23196;0.23196;422_121_106_21;right
423;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;423_132_107_21;right
424;0.19845;0.19845;0.19845;0.19845;0.19845;0.19845;424_145_110_21;right
425;0.13402;0.13402;0.13402;0.13402;0.13402;0.13402;425_136_116_21;right
426;0.18686;0.18686;0.18686;0.18686;0.18686;0.18686;426_104_127_21;right
427;0.21134;0.21134;0.21134;0.21134;0.21134;0.21134;427_160_131_21;right
428;0.14046;0.14046;0.14046;0.14046;0.14046;0.14046;428_170_132_21;right
429;0.23711;0.23711;0.23711;0.23711;0.23711;0.23711;429_143_134_21;right
430;0.22552;0.22552;0.22552;0.22552;0.22552;0.22552;430_140_137_21;right
431;0.28866;0.28866;0.28866;0.28866;0.28866;0.28866;431_148_138_21;right
432;0.30928;0.30928;0.30928;0.30928;0.30928;0.30928;432_147_139_21;right
433;0.16237;0.16237;0.16237;0.16237;0.16237;0.16237;433_98_141_21;right
434;0.24356;0.24356;0.24356;0.24356;0.24356;0.24356;434_146_143_21;right
435;0.24613;0.24613;0.24613;0.24613;0.24613;0.24613;435_113_145_21;right
436;0.40206;0.40206;0.40206;0.40206;0.40206;0.40206;436_112_147_21;right
437;0.25773;0.25773;0.25773;0.25773;0.25773;0.25773;437_156_152_21;right
438;0.125;0.125;0.125;0.125;0.125;0.125;438_108_70_22;right
439;0.24613;0.24613;0.24613;0.24613;0.24613;0.24613;439_118_71_22;right
440;0.25644;0.25644;0.25644;0.25644;0.25644;0.25644;440_135_74_22;right
441;0.30412;0.30412;0.30412;0.30412;0.30412;0.30412;441_140_74_22;right
442;0.30026;0.30026;0.30026;0.30026;0.30026;0.30026;442_140_76_22;right
443;0.23196;0.23196;0.23196;0.23196;0.23196;0.23196;443_98_77_22;right
444;0.30928;0.30928;0.30928;0.30928;0.30928;0.30928;444_153_78_22;right
445;0.32216;0.32216;0.32216;0.32216;0.32216;0.32216;445_117_81_22;right
446;0.27706;0.27706;0.27706;0.27706;0.27706;0.27706;446_121_82_22;right
447;0.30928;0.30928;0.30928;0.30928;0.30928;0.30928;447_156_84_22;right
448;0.078608;0.078608;0.078608;0.078608;0.078608;0.078608;448_168_86_22;right
449;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;449_110_87_22;right
450;0.30155;0.30155;0.30155;0.30155;0.30155;0.30155;450_163_87_22;right
451;0.32216;0.32216;0.32216;0.32216;0.32216;0.32216;451_104_90_22;right
452;0.25773;0.25773;0.25773;0.25773;0.25773;0.25773;452_94_91_22;right
453;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;453_116_93_22;right
454;0.34536;0.34536;0.34536;0.34536;0.34536;0.34536;454_141_95_22;right
455;0.31057;0.31057;0.31057;0.31057;0.31057;0.31057;455_160_96_22;right
456;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;456_158_98_22;right
457;0.25129;0.25129;0.25129;0.25129;0.25129;0.25129;457_164_100_22;right
458;0.097938;0.097938;0.097938;0.097938;0.097938;0.097938;458_90_101_22;right
459;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;459_107_103_22;right
460;0.33376;0.33376;0.33376;0.33376;0.33376;0.33376;460_126_103_22;right
461;0.32088;0.32088;0.32088;0.32088;0.32088;0.32088;461_136_105_22;right
462;0.33634;0.33634;0.33634;0.33634;0.33634;0.33634;462_131_106_22;right
463;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;463_130_108_22;right
464;0.32603;0.32603;0.32603;0.32603;0.32603;0.32603;464_128_110_22;right
465;0.30155;0.30155;0.30155;0.30155;0.30155;0.30155;465_132_113_22;right
466;0.15206;0.15206;0.15206;0.15206;0.15206;0.15206;466_135_120_22;right
467;0.24742;0.24742;0.24742;0.24742;0.24742;0.24742;467_130_121_22;right
468;0.15593;0.15593;0.15593;0.15593;0.15593;0.15593;468_128_123_22;right
469;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;469_146_127_22;right
470;0.18686;0.18686;0.18686;0.18686;0.18686;0.18686;470_171_128_22;right
471;0.17268;0.17268;0.17268;0.17268;0.17268;0.17268;471_142_132_22;right
472;0.22036;0.22036;0.22036;0.22036;0.22036;0.22036;472_156_134_22;right
473;0.15335;0.15335;0.15335;0.15335;0.15335;0.15335;473_168_134_22;right
474;0.18428;0.18428;0.18428;0.18428;0.18428;0.18428;474_140_135_22;right
475;0.28866;0.28866;0.28866;0.28866;0.28866;0.28866;475_155_135_22;right
476;0.18557;0.18557;0.18557;0.18557;0.18557;0.18557;476_116_137_22;right
477;0.23711;0.23711;0.23711;0.23711;0.23711;0.23711;477_105_139_22;right
478;0.28479;0.28479;0.28479;0.28479;0.28479;0.28479;478_142_140_22;right
479;0.21521;0.21521;0.21521;0.21521;0.21521;0.21521;479_101_141_22;right
480;0.15722;0.15722;0.15722;0.15722;0.15722;0.15722;480_165_143_22;right
481;0.26804;0.26804;0.26804;0.26804;0.26804;0.26804;481_114_146_22;right
482;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;482_112_150_22;right
483;0.19459;0.19459;0.19459;0.19459;0.19459;0.19459;483_148_151_22;right
484;0.15979;0.15979;0.15979;0.15979;0.15979;0.15979;484_113_69_23;right
485;0.072165;0.072165;0.072165;0.072165;0.072165;0.072165;485_139_69_23;right
486;0.078608;0.078608;0.078608;0.078608;0.078608;0.078608;486_108_70_23;right
487;0.29253;0.29253;0.29253;0.29253;0.29253;0.29253;487_113_71_23;right
488;0.051546;0.051546;0.051546;0.051546;0.051546;0.051546;488_153_71_23;right
489;0.15851;0.15851;0.15851;0.15851;0.15851;0.15851;489_133_74_23;right
490;0.31314;0.31314;0.31314;0.31314;0.31314;0.31314;490_117_75_23;right
491;0.33634;0.33634;0.33634;0.33634;0.33634;0.33634;491_109_77_23;right
492;0.14304;0.14304;0.14304;0.14304;0.14304;0.14304;492_127_77_23;right
493;0.24098;0.24098;0.24098;0.24098;0.24098;0.24098;493_127_79_23;right
494;0.31314;0.31314;0.31314;0.31314;0.31314;0.31314;494_106_80_23;right
495;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;495_148_81_23;right
496;0.3183;0.3183;0.3183;0.3183;0.3183;0.3183;496_105_82_23;right
497;0.34278;0.34278;0.34278;0.34278;0.34278;0.34278;497_114_82_23;right
498;0.31314;0.31314;0.31314;0.31314;0.31314;0.31314;498_141_82_23;right
499;0.3183;0.3183;0.3183;0.3183;0.3183;0.3183;499_146_84_23;right
500;0.30928;0.30928;0.30928;0.30928;0.30928;0.30928;500_140_86_23;right
501;0.14433;0.14433;0.14433;0.14433;0.14433;0.14433;501_91_88_23;right
502;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;502_119_90_23;right
503;0.26031;0.26031;0.26031;0.26031;0.26031;0.26031;503_131_91_23;right
504;0.31057;0.31057;0.31057;0.31057;0.31057;0.31057;504_154_93_23;right
505;0.33892;0.33892;0.33892;0.33892;0.33892;0.33892;505_100_94_23;right
506;0.37113;0.37113;0.37113;0.37113;0.37113;0.37113;506_113_95_23;right
507;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;507_106_96_23;right
508;0.31701;0.31701;0.31701;0.31701;0.31701;0.31701;508_124_98_23;right
509;0.13531;0.13531;0.13531;0.13531;0.13531;0.13531;509_90_100_23;right
510;0.35309;0.35309;0.35309;0.35309;0.35309;0.35309;510_113_100_23;right
511;0.31572;0.31572;0.31572;0.31572;0.31572;0.31572;511_96_101_23;right
512;0.35567;0.35567;0.35567;0.35567;0.35567;0.35567;512_151_101_23;right
513;0.36211;0.36211;0.36211;0.36211;0.36211;0.36211;513_113_102_23;right
514;0.27964;0.27964;0.27964;0.27964;0.27964;0.27964;514_97_103_23;right
515;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;515_147_104_23;right
516;0.34278;0.34278;0.34278;0.34278;0.34278;0.34278;516_132_106_23;right
517;0.33119;0.33119;0.33119;0.33119;0.33119;0.33119;517_129_109_23;right
518;0.31572;0.31572;0.31572;0.31572;0.31572;0.31572;518_127_110_23;right
519;0.16108;0.16108;0.16108;0.16108;0.16108;0.16108;519_147_113_23;right
520;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;520_124_118_23;right
521;0.029639;0.029639;0.029639;0.029639;0.029639;0.029639;521_157_125_23;right
522;0.21134;0.21134;0.21134;0.21134;0.21134;0.21134;522_96_126_23;right
523;0.22165;0.22165;0.22165;0.22165;0.22165;0.22165;523_152_126_23;right
524;0.18686;0.18686;0.18686;0.18686;0.18686;0.18686;524_149_128_23;right
525;0.25258;0.25258;0.25258;0.25258;0.25258;0.25258;525_146_131_23;right
526;0.20361;0.20361;0.20361;0.20361;0.20361;0.20361;526_172_131_23;right
527;0.26031;0.26031;0.26031;0.26031;0.26031;0.26031;527_111_134_23;right
528;0.26804;0.26804;0.26804;0.26804;0.26804;0.26804;528_164_136_23;right
529;0.17139;0.17139;0.17139;0.17139;0.17139;0.17139;529_168_138_23;right
530;0.28093;0.28093;0.28093;0.28093;0.28093;0.28093;530_103_140_23;right
531;0.23582;0.23582;0.23582;0.23582;0.23582;0.23582;531_116_142_23;right
532;0.28995;0.28995;0.28995;0.28995;0.28995;0.28995;532_154_144_23;right
533;0.28093;0.28093;0.28093;0.28093;0.28093;0.28093;533_137_145_23;right
534;0.20747;0.20747;0.20747;0.20747;0.20747;0.20747;534_96_146_23;right
535;0.20103;0.20103;0.20103;0.20103;0.20103;0.20103;535_154_146_23;right
536;0.10825;0.10825;0.10825;0.10825;0.10825;0.10825;536_147_147_23;right
537;0.30928;0.30928;0.30928;0.30928;0.30928;0.30928;537_114_149_23;right
538;0.29253;0.29253;0.29253;0.29253;0.29253;0.29253;538_102_150_23;right
539;0.24098;0.24098;0.24098;0.24098;0.24098;0.24098;539_145_153_23;right
540;0.10309;0.10309;0.10309;0.10309;0.10309;0.10309;540_144_68_24;right
541;0.31443;0.31443;0.31443;0.31443;0.31443;0.31443;541_123_72_24;right
542;0.32088;0.32088;0.32088;0.32088;0.32088;0.32088;542_115_75_24;right
543;0.088918;0.088918;0.088918;0.088918;0.088918;0.088918;543_159_75_24;right
544;0.27706;0.27706;0.27706;0.27706;0.27706;0.27706;544_155_77_24;right
545;0.28737;0.28737;0.28737;0.28737;0.28737;0.28737;545_129_79_24;right
546;0.33634;0.33634;0.33634;0.33634;0.33634;0.33634;546_146_81_24;right
547;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;547_97_82_24;right
548;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;548_102_82_24;right
549;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;549_150_82_24;right
550;0.17397;0.17397;0.17397;0.17397;0.17397;0.17397;550_92_85_24;right
551;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;551_99_85_24;right
552;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;552_130_86_24;right
553;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;553_154_86_24;right
554;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;554_120_88_24;right
555;0.31572;0.31572;0.31572;0.31572;0.31572;0.31572;555_154_88_24;right
556;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;556_96_89_24;right
557;0.3518;0.3518;0.3518;0.3518;0.3518;0.3518;557_141_89_24;right
558;0.33505;0.33505;0.33505;0.33505;0.33505;0.33505;558_156_91_24;right
559;0.36598;0.36598;0.36598;0.36598;0.36598;0.36598;559_145_92_24;right
560;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;560_160_92_24;right
561;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;561_140_93_24;right
562;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;562_158_95_24;right
563;0.27062;0.27062;0.27062;0.27062;0.27062;0.27062;563_92_97_24;right
564;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;564_118_98_24;right
565;0.32861;0.32861;0.32861;0.32861;0.32861;0.32861;565_137_98_24;right
566;0.10438;0.10438;0.10438;0.10438;0.10438;0.10438;566_91_100_24;right
567;0.16881;0.16881;0.16881;0.16881;0.16881;0.16881;567_165_101_24;right
568;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;568_132_103_24;right
569;0.34665;0.34665;0.34665;0.34665;0.34665;0.34665;569_144_105_24;right
570;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;570_128_107_24;right
571;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;571_144_109_24;right
572;0.29381;0.29381;0.29381;0.29381;0.29381;0.29381;572_148_111_24;right
573;0.21778;0.21778;0.21778;0.21778;0.21778;0.21778;573_139_115_24;right
574;0.17268;0.17268;0.17268;0.17268;0.17268;0.17268;574_123_122_24;right
575;0.2384;0.2384;0.2384;0.2384;0.2384;0.2384;575_172_124_24;right
576;0.23582;0.23582;0.23582;0.23582;0.23582;0.23582;576_162_127_24;right
577;0.23454;0.23454;0.23454;0.23454;0.23454;0.23454;577_111_128_24;right
578;0.21778;0.21778;0.21778;0.21778;0.21778;0.21778;578_145_130_24;right
579;0.25387;0.25387;0.25387;0.25387;0.25387;0.25387;579_108_131_24;right
580;0.31701;0.31701;0.31701;0.31701;0.31701;0.31701;580_153_131_24;right
581;0.15722;0.15722;0.15722;0.15722;0.15722;0.15722;581_92_134_24;right
582;0.28222;0.28222;0.28222;0.28222;0.28222;0.28222;582_161_136_24;right
583;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;583_136_139_24;right
584;0.26289;0.26289;0.26289;0.26289;0.26289;0.26289;584_146_141_24;right
585;0.31314;0.31314;0.31314;0.31314;0.31314;0.31314;585_143_143_24;right
586;0.24613;0.24613;0.24613;0.24613;0.24613;0.24613;586_117_144_24;right
587;0.25258;0.25258;0.25258;0.25258;0.25258;0.25258;587_145_146_24;right
588;0.18041;0.18041;0.18041;0.18041;0.18041;0.18041;588_146_148_24;right
589;0.22036;0.22036;0.22036;0.22036;0.22036;0.22036;589_115_149_24;right
590;0.25644;0.25644;0.25644;0.25644;0.25644;0.25644;590_160_151_24;right
591;0.28995;0.28995;0.28995;0.28995;0.28995;0.28995;591_148_152_24;right
592;0.28479;0.28479;0.28479;0.28479;0.28479;0.28479;592_122_66_25;right
593;0.050258;0.050258;0.050258;0.050258;0.050258;0.050258;593_155_70_25;right
594;0.32861;0.32861;0.32861;0.32861;0.32861;0.32861;594_122_73_25;right
595;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;595_124_74_25;right
596;0.073454;0.073454;0.073454;0.073454;0.073454;0.073454;596_161_76_25;right
597;0.16624;0.16624;0.16624;0.16624;0.16624;0.16624;597_130_77_25;right
598;0.27062;0.27062;0.27062;0.27062;0.27062;0.27062;598_157_79_25;right
599;0.22165;0.22165;0.22165;0.22165;0.22165;0.22165;599_133_81_25;right
600;0.31701;0.31701;0.31701;0.31701;0.31701;0.31701;600_136_83_25;right
601;0.24356;0.24356;0.24356;0.24356;0.24356;0.24356;601_135_85_25;right
602;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;602_146_86_25;right
603;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;603_102_88_25;right
604;0.33119;0.33119;0.33119;0.33119;0.33119;0.33119;604_94_89_25;right
605;0.36469;0.36469;0.36469;0.36469;0.36469;0.36469;605_144_90_25;right
606;0.18557;0.18557;0.18557;0.18557;0.18557;0.18557;606_167_92_25;right
607;0.35567;0.35567;0.35567;0.35567;0.35567;0.35567;607_154_93_25;right
608;0.34278;0.34278;0.34278;0.34278;0.34278;0.34278;608_157_95_25;right
609;0.24098;0.24098;0.24098;0.24098;0.24098;0.24098;609_165_96_25;right
610;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;610_96_97_25;right
611;0.35309;0.35309;0.35309;0.35309;0.35309;0.35309;611_102_99_25;right
612;0.2384;0.2384;0.2384;0.2384;0.2384;0.2384;612_169_99_25;right
613;0.3518;0.3518;0.3518;0.3518;0.3518;0.3518;613_117_101_25;right
614;0.15722;0.15722;0.15722;0.15722;0.15722;0.15722;614_91_103_25;right
615;0.3634;0.3634;0.3634;0.3634;0.3634;0.3634;615_141_104_25;right
616;0.14562;0.14562;0.14562;0.14562;0.14562;0.14562;616_106_106_25;right
617;0.3518;0.3518;0.3518;0.3518;0.3518;0.3518;617_138_108_25;right
618;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;618_126_110_25;right
619;0.29897;0.29897;0.29897;0.29897;0.29897;0.29897;619_116_111_25;right
620;0.35954;0.35954;0.35954;0.35954;0.35954;0.35954;620_139_112_25;right
621;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;621_129_114_25;right
622;0.17912;0.17912;0.17912;0.17912;0.17912;0.17912;622_142_114_25;right
623;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;623_129_115_25;right
624;0.33376;0.33376;0.33376;0.33376;0.33376;0.33376;624_121_116_25;right
625;0.16108;0.16108;0.16108;0.16108;0.16108;0.16108;625_173_120_25;right
626;0.1817;0.1817;0.1817;0.1817;0.1817;0.1817;626_121_121_25;right
627;0.078608;0.078608;0.078608;0.078608;0.078608;0.078608;627_154_123_25;right
628;0.18428;0.18428;0.18428;0.18428;0.18428;0.18428;628_93_124_25;right
629;0.15335;0.15335;0.15335;0.15335;0.15335;0.15335;629_94_124_25;right
630;0.26289;0.26289;0.26289;0.26289;0.26289;0.26289;630_108_126_25;right
631;0.15851;0.15851;0.15851;0.15851;0.15851;0.15851;631_112_127_25;right
632;0.33376;0.33376;0.33376;0.33376;0.33376;0.33376;632_104_130_25;right
633;0.34536;0.34536;0.34536;0.34536;0.34536;0.34536;633_161_132_25;right
634;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;634_154_133_25;right
635;0.25258;0.25258;0.25258;0.25258;0.25258;0.25258;635_114_136_25;right
