label;Anatomy;region_name;hemisphere;case_id;node_set_id;local_label;node_id;seg_label;x;y;z;graph_seed;node_count;node_hash;degree_export_k20;strength_export_k20;KMeans_k20_c16_s0_Clustering;degree_export_k40;strength_export_k40;KMeans_k40_c16_s0_Clustering
19115;right_module_9;UPENN-GBM-00013_11 node 19114;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19115;19114;1;167;163;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19116;right_module_9;UPENN-GBM-00013_11 node 19115;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19116;19115;4;167;163;113;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19117;right_module_9;UPENN-GBM-00013_11 node 19116;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19117;19116;2;167;163;114;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19118;right_module_16;UPENN-GBM-00013_11 node 19117;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19118;19117;4;167;164;88;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;4.0645641;16;9;5.9809547;16
19119;right_module_16;UPENN-GBM-00013_11 node 19118;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19119;19118;4;167;164;89;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;6.0500319;16;9;7.8849414;16
19120;right_module_5;UPENN-GBM-00013_11 node 19119;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19120;19119;4;167;164;90;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;7.1175795;5;7;6.4504853;5
19121;right_module_5;UPENN-GBM-00013_11 node 19120;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19121;19120;4;167;164;91;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;6.8458055;5;14;9.0380551;5
19122;right_module_5;UPENN-GBM-00013_11 node 19121;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19122;19121;4;167;164;92;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;3.5590648;5;12;6.7265862;5
19123;right_module_15;UPENN-GBM-00013_11 node 19122;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19123;19122;1;167;164;93;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;6.1582836;15;10;6.1674708;15
19124;right_module_15;UPENN-GBM-00013_11 node 19123;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19124;19123;1;167;164;94;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.3034116;15;7;5.5928546;15
19125;right_module_15;UPENN-GBM-00013_11 node 19124;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19125;19124;1;167;164;95;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.7103664;15;11;7.5401696;15
19126;right_module_15;UPENN-GBM-00013_11 node 19125;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19126;19125;1;167;164;96;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;8.0798539;15;10;7.7731255;15
19127;right_module_7;UPENN-GBM-00013_11 node 19126;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19127;19126;4;167;164;97;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;10.453188;7;14;16.77345;7
19128;right_module_7;UPENN-GBM-00013_11 node 19127;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19128;19127;4;167;164;98;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;9.0440811;7;10;11.516293;7
19129;right_module_7;UPENN-GBM-00013_11 node 19128;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19129;19128;4;167;164;99;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;8.6615616;7;9;8.881313;7
19130;right_module_14;UPENN-GBM-00013_11 node 19129;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19130;19129;4;167;164;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;7.378817;14;9;9.0167972;14
19131;right_module_5;UPENN-GBM-00013_11 node 19130;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19131;19130;4;167;164;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;6.8699526;5;8;6.2417903;5
19132;right_module_15;UPENN-GBM-00013_11 node 19131;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19132;19131;1;167;164;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;5.8946291;15;5;5.4717595;15
19133;right_module_15;UPENN-GBM-00013_11 node 19132;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19133;19132;1;167;164;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;5.7529004;15;7;5.2352613;15
19134;right_module_5;UPENN-GBM-00013_11 node 19133;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19134;19133;4;167;164;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;8.0977257;5;15;9.5862053;5
19135;right_module_5;UPENN-GBM-00013_11 node 19134;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19135;19134;4;167;164;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;5.4178821;5;15;9.0613545;5
19136;right_module_15;UPENN-GBM-00013_11 node 19135;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19136;19135;1;167;164;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;5.6275608;15;8;4.7640943;15
19137;right_module_5;UPENN-GBM-00013_11 node 19136;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19137;19136;4;167;164;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;5.12459;5;5;3.8593026;5
19138;right_module_7;UPENN-GBM-00013_11 node 19137;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19138;19137;4;167;164;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;8.6758873;7;8;7.4677114;7
19139;right_module_7;UPENN-GBM-00013_11 node 19138;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19139;19138;4;167;164;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;10.176185;7;8;10.999326;7
19140;right_module_7;UPENN-GBM-00013_11 node 19139;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19140;19139;4;167;164;110;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;10.526682;7;6;8.7688318;7
19141;right_module_7;UPENN-GBM-00013_11 node 19140;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19141;19140;1;167;164;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;5;9.0618454;7;6;12.011185;7
19142;right_module_9;UPENN-GBM-00013_11 node 19141;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19142;19141;4;167;164;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19143;right_module_9;UPENN-GBM-00013_11 node 19142;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19143;19142;4;167;164;113;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19144;right_module_16;UPENN-GBM-00013_11 node 19143;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19144;19143;4;167;165;88;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.6763044;16;10;6.4320376;16
19145;right_module_5;UPENN-GBM-00013_11 node 19144;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19145;19144;4;167;165;89;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.1549805;5;16;12.667056;5
19146;right_module_15;UPENN-GBM-00013_11 node 19145;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19146;19145;1;167;165;90;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.6807037;15;13;10.638266;15
19147;right_module_15;UPENN-GBM-00013_11 node 19146;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19147;19146;1;167;165;91;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;3.3469955;15;11;6.5371688;15
19148;right_module_15;UPENN-GBM-00013_11 node 19147;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19148;19147;1;167;165;92;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.1009858;15;14;8.2191867;15
19149;right_module_15;UPENN-GBM-00013_11 node 19148;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19149;19148;1;167;165;93;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.3116567;15;9;5.7337178;15
19150;right_module_15;UPENN-GBM-00013_11 node 19149;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19150;19149;1;167;165;94;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;6;5.0040552;15;5;4.8468271;15
19151;right_module_15;UPENN-GBM-00013_11 node 19150;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19151;19150;1;167;165;95;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;4.1165468;15;8;5.5179104;15
19152;right_module_15;UPENN-GBM-00013_11 node 19151;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19152;19151;1;167;165;96;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;6.0488058;15;10;6.7380044;15
19153;right_module_5;UPENN-GBM-00013_11 node 19152;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19153;19152;4;167;165;97;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.653785;5;10;6.6317151;5
19154;right_module_5;UPENN-GBM-00013_11 node 19153;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19154;19153;4;167;165;98;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;15;9.0182614;5;13;9.4810991;5
19155;right_module_5;UPENN-GBM-00013_11 node 19154;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19155;19154;4;167;165;99;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;15;9.6320266;5;14;10.175557;5
19156;right_module_5;UPENN-GBM-00013_11 node 19155;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19156;19155;4;167;165;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;16;9.6079398;5;13;9.2622507;5
19157;right_module_5;UPENN-GBM-00013_11 node 19156;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19157;19156;4;167;165;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;19;12.005181;5;10;6.3908095;5
19158;right_module_15;UPENN-GBM-00013_11 node 19157;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19158;19157;1;167;165;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.436756;15;8;6.044574;15
19159;right_module_15;UPENN-GBM-00013_11 node 19158;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19159;19158;1;167;165;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.9704314;15;8;5.6309752;15
19160;right_module_5;UPENN-GBM-00013_11 node 19159;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19160;19159;4;167;165;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;4.5262366;5;13;7.7340552;5
19161;right_module_5;UPENN-GBM-00013_11 node 19160;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19161;19160;4;167;165;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.7694951;5;6;4.6944556;5
19162;right_module_5;UPENN-GBM-00013_11 node 19161;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19162;19161;4;167;165;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;6.9971394;5;8;6.2131328;5
19163;right_module_14;UPENN-GBM-00013_11 node 19162;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19163;19162;4;167;165;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;6.0144125;14;7;6.8088691;14
19164;right_module_14;UPENN-GBM-00013_11 node 19163;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19164;19163;4;167;165;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;6.1169945;14;9;9.7418954;14
19165;right_module_14;UPENN-GBM-00013_11 node 19164;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19165;19164;4;167;165;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;11.437094;14;8;11.619099;14
19166;right_module_14;UPENN-GBM-00013_11 node 19165;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19166;19165;4;167;165;110;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;12.473325;14;7;13.753655;14
19167;right_module_9;UPENN-GBM-00013_11 node 19166;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19167;19166;4;167;165;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19168;right_module_9;UPENN-GBM-00013_11 node 19167;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19168;19167;4;167;165;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19169;right_module_9;UPENN-GBM-00013_11 node 19168;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19169;19168;4;167;165;113;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19170;right_module_16;UPENN-GBM-00013_11 node 19169;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19170;19169;4;167;166;87;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.153379;16;10;5.4085432;16
19171;right_module_16;UPENN-GBM-00013_11 node 19170;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19171;19170;4;167;166;88;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;5.5144151;16;13;7.5447855;16
19172;right_module_5;UPENN-GBM-00013_11 node 19171;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19172;19171;4;167;166;89;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;6.5859513;5;9;6.1923117;5
19173;right_module_15;UPENN-GBM-00013_11 node 19172;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19173;19172;1;167;166;90;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.4270429;15;13;8.494345;15
19174;right_module_15;UPENN-GBM-00013_11 node 19173;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19174;19173;1;167;166;91;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;3.5212765;15;13;7.6518346;15
19175;right_module_15;UPENN-GBM-00013_11 node 19174;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19175;19174;1;167;166;92;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;7.4457132;15;10;7.2052891;15
19176;right_module_15;UPENN-GBM-00013_11 node 19175;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19176;19175;1;167;166;93;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.1835279;15;7;4.5257765;15
19177;right_module_15;UPENN-GBM-00013_11 node 19176;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19177;19176;1;167;166;94;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.7261821;15;7;4.7444561;15
19178;right_module_15;UPENN-GBM-00013_11 node 19177;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19178;19177;1;167;166;95;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;3.8747758;15;8;4.8884991;15
19179;right_module_15;UPENN-GBM-00013_11 node 19178;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19179;19178;1;167;166;96;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;5.1873698;15;5;3.6238178;15
19180;right_module_5;UPENN-GBM-00013_11 node 19179;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19180;19179;4;167;166;97;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;6.1377179;5;13;8.6728034;5
19181;right_module_5;UPENN-GBM-00013_11 node 19180;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19181;19180;4;167;166;98;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;7.0637091;5;15;9.0300657;5
19182;right_module_5;UPENN-GBM-00013_11 node 19181;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19182;19181;4;167;166;99;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;7.8250685;5;10;8.1819777;5
19183;right_module_5;UPENN-GBM-00013_11 node 19182;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19183;19182;4;167;166;100;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;5.8723024;5;7;5.2819768;5
19184;right_module_5;UPENN-GBM-00013_11 node 19183;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19184;19183;4;167;166;101;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;8.1749267;5;8;6.0179146;5
19185;right_module_5;UPENN-GBM-00013_11 node 19184;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19185;19184;4;167;166;102;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;5.4982489;5;9;6.1306354;5
19186;right_module_15;UPENN-GBM-00013_11 node 19185;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19186;19185;1;167;166;103;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;11;6.65226;15;10;6.4123148;15
19187;right_module_5;UPENN-GBM-00013_11 node 19186;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19187;19186;4;167;166;104;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;6.2853776;5;13;7.4053374;5
19188;right_module_5;UPENN-GBM-00013_11 node 19187;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19188;19187;4;167;166;105;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;13;8.5560606;5;10;7.417247;5
19189;right_module_14;UPENN-GBM-00013_11 node 19188;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19189;19188;4;167;166;106;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;7.2203086;14;11;11.487101;14
19190;right_module_14;UPENN-GBM-00013_11 node 19189;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19190;19189;4;167;166;107;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;7.8881188;14;6;5.9365161;14
19191;right_module_14;UPENN-GBM-00013_11 node 19190;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19191;19190;4;167;166;108;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;7.510101;14;14;13.122946;14
19192;right_module_14;UPENN-GBM-00013_11 node 19191;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19192;19191;4;167;166;109;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;10;11.497085;14;5;5.9084708;14
19193;right_module_14;UPENN-GBM-00013_11 node 19192;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19193;19192;4;167;166;110;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;10.93626;14;9;17.915532;14
19194;right_module_9;UPENN-GBM-00013_11 node 19193;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19194;19193;4;167;166;111;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19195;right_module_9;UPENN-GBM-00013_11 node 19194;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19195;19194;4;167;166;112;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19196;right_module_9;UPENN-GBM-00013_11 node 19195;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19196;19195;4;167;166;113;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;0;0;9;0;0;9
19197;right_module_16;UPENN-GBM-00013_11 node 19196;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19197;19196;4;167;167;87;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;5.3781452;16;15;7.389144;16
19198;right_module_16;UPENN-GBM-00013_11 node 19197;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19198;19197;4;167;167;88;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;5.2286639;16;13;8.6729753;16
19199;right_module_5;UPENN-GBM-00013_11 node 19198;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19199;19198;4;167;167;89;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;8.0371383;5;6;4.5704102;5
19200;right_module_5;UPENN-GBM-00013_11 node 19199;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19200;19199;4;167;167;90;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;12;6.4749105;5;9;5.5613305;5
19201;right_module_5;UPENN-GBM-00013_11 node 19200;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19201;19200;4;167;167;91;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.8424452;5;9;6.3129443;5
19202;right_module_5;UPENN-GBM-00013_11 node 19201;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19202;19201;4;167;167;92;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.7559702;5;13;10.737911;5
19203;right_module_15;UPENN-GBM-00013_11 node 19202;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19203;19202;1;167;167;93;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;5.0477039;15;11;7.7022229;15
19204;right_module_15;UPENN-GBM-00013_11 node 19203;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19204;19203;1;167;167;94;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;14;8.2247352;15;9;6.0368851;15
19205;right_module_15;UPENN-GBM-00013_11 node 19204;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19205;19204;1;167;167;95;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;4.6845985;15;9;5.4229242;15
19206;right_module_15;UPENN-GBM-00013_11 node 19205;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19206;19205;1;167;167;96;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;7;3.7365467;15;11;6.7300374;15
19207;right_module_15;UPENN-GBM-00013_11 node 19206;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19207;19206;1;167;167;97;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;8;4.1887285;15;17;10.456987;15
19208;right_module_5;UPENN-GBM-00013_11 node 19207;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19208;19207;4;167;167;98;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;5.0957969;5;10;6.3593229;5
19209;right_module_5;UPENN-GBM-00013_11 node 19208;right;UPENN-GBM-00013_11;UPENN-GBM-00013_11__n21760_s0;19209;19208;4;167;167;99;0;21760;ca408ea2661298e28e13bb5ef2736db1f5c4f37911e7b274e210cbd8530a6098;9;5.7974283;5;9;6.0695058;5
