label,anatoma,,
91,318.615385,1935.865762,100
92,328.749286,291.217143,100
93,357.673089,328.552253,100
94,327.696319,396.469325,100
95,345.479105,1968.275456,100
96,344.949948,1801.892596,100
97,342.795305,574.526761,100
98,349.230644,256.801841,100
99,346.058943,536.054878,100
100,347.21166,1939.627376,100
101,351.882308,507.643077,100
102,350.818475,387.473684,100
103,361.974801,1731.643007,100
104,352.614112,2001.137817,100
105,355.146707,415.220559,100
106,364.579354,1919.375702,100
107,361.233668,1468.84799,100
108,366.308511,1495.749113,100
109,368.466047,1562.979535,100
110,369.69213,446.991898,100
111,391.436501,2036.792683,100
112,383.228799,221.482641,100
113,379.552113,376.732394,100
114,377.574827,637.987116,100
115,371.773669,1276.860947,100
116,382.585932,665.762872,100
117,379.438372,1993.676744,100
118,370.946502,285.794239,100
119,375.751174,1961.774648,100
120,392.679732,596.567303,100
121,389.131998,266.174425,100
122,384.852174,924.071304,100
123,398.767469,403.015267,100
124,381.805627,193.363171,100
125,397.510592,499.994025,100
126,390.101744,1971.494186,100
127,380.098291,1296.760684,100
128,392.239177,1402.54329,100
129,386.387622,1651.325733,100
130,389.230769,1668.333333,100
131,404.292169,460.085341,100
132,396.193807,1347.883028,100
133,399.784173,1941.280576,100
134,400.384537,1913.551373,100
135,409.686537,362.051574,100
136,399.762438,536.425373,100
137,407.832824,2000.039755,100
138,414.625822,292.809211,100
139,414.283601,2094.293745,100
140,414.665678,701.733136,100
141,434.372337,230.054532,100
142,404.309091,1973.127273,100
143,415.252541,325.852228,100
144,410.807821,1549.38324,100
145,429.780634,440.291692,100
146,423.611111,1503.637778,100
147,419.346591,1847.987216,100
148,420.535988,2025.623277,100
149,420.853103,1467.41791,100
150,412.689349,195.02071,100
151,422.989458,412.84488,100
152,428.265479,516.93469,100
153,420.580145,574.668046,100
154,416.267742,663.309677,100
155,420.349372,757.213389,100
156,429.698686,1976.030378,100
157,439.261662,180.33309,100
158,438.63945,270.643492,100
159,443.489662,2073.768797,100
160,439.932746,632.47558,100
161,432.851904,1068.827927,100
162,438.373255,1593.232182,100
163,441.312199,664.886838,100
164,431.586885,1669.257377,100
165,432.947115,345.586538,100
166,435.265455,755.556364,100
167,449.776139,715.517426,100
168,441.626866,1720.957711,100
169,448.068633,2140.619839,100
170,441.292717,1748.119048,100
171,450.929117,410.235551,100
172,451.486249,586.008801,100
173,464.446004,346.208054,100
174,454.065236,509.259227,100
175,465.72788,770.738453,100
176,465.932589,2036.012881,100
177,453.237209,456.911628,100
178,455.208685,1889.944511,100
179,448.965347,328.846535,100
180,461.729796,551.52898,100
181,454.704036,1263.650224,100
182,477.782529,292.900122,100
183,465.765758,1833.672061,100
184,476.006102,611.663616,100
185,483.418803,888.324786,100
186,470.814815,1795.869136,100
187,468.328067,2115.018587,100
188,478.816449,497.151454,100
189,463.406863,437.637255,100
190,476.151074,2186.763687,100
191,464.031532,221.202703,100
192,469.067429,2249.432,100
193,483.424896,391.499305,100
194,483.116811,242.96764,100
195,474.992188,2220.973958,100
196,479.856646,742.557776,100
197,480.457108,423.5625,100
198,487.441246,645.336479,100
199,491.153409,2155.81392,100
200,482.921422,452.868101,100
201,482.493473,833.577023,100
202,491.914767,565.750248,100
203,499.730191,540.320963,100
204,489.897129,2244.354067,100
205,493.231405,343.433884,100
206,499.560838,715.052377,100
207,501.77807,2009.677193,100
208,500.206897,2219.153448,100
209,506.842262,419.00496,100
210,495.0,1431.0,100
211,507.070485,509.873715,100
212,515.199601,815.396214,100
213,517.626952,2205.40756,100
214,508.590649,971.20229,100
215,511.0,462.048276,100
216,502.231237,2277.711968,100
217,510.958144,366.307552,100
218,508.996948,2135.318413,100
219,509.910215,1680.024723,100
220,512.169345,1105.469716,100
221,519.205303,255.201515,100
222,519.79027,212.239974,100
223,522.875856,2256.158832,100
224,516.071623,586.326383,100
225,508.408333,1082.275,100
226,528.92,706.716364,100
227,522.434109,480.262016,100
228,527.05,1025.343421,100
229,518.070896,2175.179104,100
230,529.241509,630.940881,100
231,531.070796,507.798427,100
232,524.009009,653.846847,100
233,531.30024,953.422738,100
234,527.020465,1922.230698,100
235,538.106536,673.269935,100
236,532.846154,605.256868,100
237,532.360825,885.203807,100
238,535.557503,751.46057,100
239,534.403151,922.293791,100
240,537.206232,1882.894051,100
241,531.593525,1952.294964,100
242,537.001957,552.768102,100
243,551.276571,817.093714,100
244,549.091308,1560.971905,100
245,555.5181,2266.528658,100
246,559.971112,991.096774,100
247,546.238519,2193.060741,100
248,547.09978,2309.703595,100
249,552.458588,476.354839,100
250,553.805664,585.53418,100
251,559.506983,531.51676,100
252,547.375989,2392.717678,100
253,559.682759,648.981609,100
254,550.512438,782.029851,100
255,555.376585,1064.091723,100
256,563.222321,619.632143,100
257,555.159794,795.920103,100
258,565.806601,904.859873,100
259,556.019953,1950.408451,100
260,556.319527,2232.005917,100
261,564.866458,1170.246395,100
262,556.189189,2410.081081,100
263,566.549296,725.822023,100
264,561.611111,275.022989,100
265,570.491736,690.273318,100
266,564.376012,852.098602,100
267,555.524781,2119.612245,100
268,564.259296,425.107538,100
269,565.098296,2101.166448,100
270,558.269608,2424.480392,100
271,569.471195,760.344798,100
272,562.215753,2133.811644,100
273,577.457899,572.530874,100
274,565.940837,1126.398268,100
275,584.773294,2320.929377,100
276,570.629893,2293.071174,100
277,571.902564,1904.44359,100
278,578.637319,2252.842313,100
279,571.540373,938.009317,100
280,578.858792,2057.669627,100
281,581.428571,2366.902381,100
282,589.736122,784.132743,100
283,590.933971,643.087081,100
284,578.133949,958.230947,100
285,588.883829,130.454461,100
286,595.627173,888.894398,100
287,599.685508,1075.390259,100
288,610.87951,2444.164623,100
289,594.803787,1113.141136,100
290,589.856589,1135.375969,100
291,597.834012,975.450102,100
292,595.669587,707.834793,100
293,599.269713,853.095878,100
294,600.754038,1918.983847,100
295,594.370115,2272.331034,100
296,602.381833,325.03537,100
297,591.0,603.0,100
298,594.168514,818.248337,100
299,594.009174,1170.978593,100
300,603.803874,743.887006,100
301,606.761404,925.163158,100
302,605.356638,1201.794973,100
303,607.246964,1469.251012,100
304,604.910501,2074.568019,100
305,613.774883,2362.306613,100
306,597.975845,622.507246,100
307,618.199374,696.719207,100
308,612.53589,953.474926,100
309,627.770343,834.571199,100
310,601.38835,1442.588997,100
311,600.443137,1009.313725,100
312,620.829003,797.227997,100
313,628.731621,766.546501,100
314,627.377239,1262.274499,100
315,625.876649,1108.066718,100
316,628.239109,989.2091,100
317,620.38756,650.84689,100
318,626.991453,2069.273504,100
319,622.991111,870.688889,100
320,633.849957,895.246377,100
321,634.817143,2218.480952,100
322,633.336088,743.063361,100
323,640.121393,1015.124378,100
324,634.197861,2353.629234,100
325,642.417417,931.201201,100
326,656.608004,1147.100877,100
327,643.449129,1744.426214,100
328,636.568389,1336.765957,100
329,653.110323,2440.349094,100
330,641.881818,865.542424,100
331,649.191002,1360.949915,100
332,651.297297,741.279279,100
333,661.734848,976.567493,100
334,660.897857,1182.04,100
335,661.59986,1215.678771,100
336,662.436934,1102.054355,100
337,661.512821,2484.464555,100
338,672.993085,835.722872,100
339,656.995575,2368.480826,100
340,658.35487,1798.458052,100
341,669.381521,874.742929,100
342,665.375,175.360612,100
343,666.802885,595.82761,100
344,662.739796,2230.755102,100
345,667.761759,205.206544,100
346,668.805842,255.444158,100
347,667.589888,358.756019,100
348,670.101393,1021.462074,100
349,672.945698,1254.348371,100
350,675.580968,945.246244,100
351,673.892148,806.25071,100
352,691.409323,2510.929228,100
353,681.159711,914.043339,100
354,673.661224,2185.408163,100
355,676.283562,695.808219,100
356,678.072437,2288.39793,100
357,674.32967,729.761905,100
358,684.557038,1339.889927,100
359,684.507951,2063.754417,100
360,700.244324,2590.008514,100
361,686.977395,225.706136,100
362,681.577399,2467.704334,100
363,692.524605,1082.933216,100
364,687.503137,1536.173149,100
365,690.048742,2542.388365,100
366,681.186782,2612.439655,100
367,695.508614,1052.958052,100
368,696.382231,784.689394,100
369,687.564444,2487.657778,100
370,703.54321,888.669572,100
371,702.928181,1158.75171,100
372,699.711063,1124.594614,100
373,707.632504,1014.24451,100
374,698.99661,991.99661,100
375,700.91462,1474.824561,100
376,697.571429,938.325123,100
377,697.408654,1249.956731,100
378,709.280032,1193.283279,100
379,712.736064,962.617193,100
380,713.28594,2330.327014,100
381,714.07041,2467.102496,100
382,709.121413,572.262693,100
383,721.262551,2209.386703,100
384,710.647059,1256.227941,100
385,719.57377,2037.863765,100
386,708.234783,2294.743478,100
387,711.254613,1426.077491,100
388,725.891608,1108.694406,100
389,725.24322,2550.516949,100
390,712.900498,921.666667,100
391,715.821739,932.36087,100
392,723.159817,1038.525114,100
393,725.831017,1353.247257,100
394,725.403297,2649.004396,100
395,728.358974,1227.18315,100
396,744.712524,993.626866,100
397,734.888991,1411.850459,100
398,737.517286,2618.354673,100
399,747.151421,2691.735346,100
400,727.352518,1069.115108,100
401,741.610082,1194.231481,100
402,734.543689,104.456311,100
403,731.098851,211.593103,100
404,733.623153,910.906404,100
405,744.723125,951.252127,100
406,741.606918,1322.110849,100
407,736.518198,273.961872,100
408,742.81433,1283.200308,100
409,740.022876,2113.800654,100
410,740.518519,1072.092593,100
411,743.831516,2251.602577,100
412,746.93633,1160.966292,100
413,740.414729,925.825581,100
414,752.789652,1044.983036,100
415,754.316695,1221.769363,100
416,755.180982,2612.119632,100
417,761.801688,1090.168776,100
418,767.027879,1129.158182,100
419,751.608592,609.415274,100
420,752.733677,1565.575601,100
421,763.566107,1434.774288,100
422,750.60472,2317.60472,100
423,752.029491,2337.951743,100
424,765.615439,1395.044211,100
425,753.385593,1242.79661,100
426,762.90871,2431.438023,100
427,767.874422,1495.863186,100
428,755.760274,2650.041096,100
429,774.322066,1299.524235,100
430,771.389728,1014.451158,100
431,765.752294,2552.423547,100
432,775.76276,1212.468809,100
433,779.607006,1346.174522,100
434,776.018678,1184.054598,100
435,782.781476,1159.835022,100
436,773.407186,2258.870259,100
437,773.540799,2512.447049,100
438,775.126633,2647.903518,100
439,767.273063,2404.055351,100
440,784.676923,1063.60905,100
441,780.070513,1536.206731,100
442,776.531823,2751.27616,100
443,797.996009,2688.753242,100
444,785.912026,1246.916868,100
445,779.552106,1596.088692,100
446,796.715569,1462.1502,100
447,794.154351,452.758621,100
448,794.133142,2778.85249,100
449,793.411985,1033.368914,100
450,797.932927,1571.343496,100
451,793.040089,1370.438753,100
452,803.960925,2567.287081,100
453,802.561972,1125.890141,100
454,803.074956,1298.284832,100
455,804.466463,1506.966463,100
456,814.372662,1218.136211,100
457,806.721124,1177.295525,100
458,806.921733,2320.457447,100
459,803.502488,1543.60199,100
460,810.525862,1698.880268,100
461,832.880402,994.753769,100
462,807.643959,2736.658098,100
463,823.848413,1416.813889,100
464,820.94769,1327.225806,100
465,824.433716,1362.237548,100
466,817.007743,2353.403761,100
467,811.0,416.5,100
468,823.891097,1262.208267,100
469,816.87106,1548.653295,100
470,818.880597,2765.105834,100
471,827.621995,1612.269832,100
472,834.458179,2810.10178,100
473,826.99913,167.356832,100
474,825.162581,2709.149677,100
475,829.016351,2054.98692,100
476,823.820225,1655.092135,100
477,832.182524,2729.502913,100
478,832.790221,1032.0,100
479,833.142349,1295.919929,100
480,827.718245,1138.6097,100
481,837.581262,1462.18738,100
482,841.420391,1581.215084,100
483,841.329122,1767.676294,100
484,836.765766,1164.358108,100
485,842.911937,1495.249185,100
486,846.79235,2759.503415,100
487,833.013216,2527.876652,100
488,839.049539,2863.496544,100
489,846.364259,1683.662516,100
490,848.937624,1723.755806,100
491,861.064034,1550.678636,100
492,856.098193,1329.991359,100
493,854.645833,1807.374328,100
494,849.906736,2527.950777,100
495,856.282697,1242.875711,100
496,856.244105,1379.81068,100
497,852.790668,277.0,100
498,876.083916,2837.913394,100
499,857.060456,303.50446,100
500,850.507317,1531.660976,100
501,859.035122,44.621463,100
502,858.613803,2182.732746,100
503,856.0,68.689796,100
504,867.237458,1456.088071,100
505,866.088643,2462.405355,100
506,865.84742,252.083425,100
507,863.600928,1293.944316,100
508,861.030651,1434.061303,100
509,871.034894,1634.806809,100
510,877.880515,1361.113971,100
511,868.031348,949.990596,100
512,879.698873,2569.661836,100
513,878.6583,2715.157895,100
514,886.883262,1497.441051,100
515,869.37931,2807.425287,100
516,879.581655,2867.733781,100
517,884.51179,1324.626201,100
518,889.749823,1396.04961,100
519,907.797486,1603.195182,100
520,892.608795,1716.379212,100
521,889.5755,1906.486355,100
522,899.485976,1432.35329,100
523,887.032181,1747.412396,100
524,894.616979,1568.23692,100
525,882.138462,2791.507692,100
526,897.511142,1773.705432,100
527,893.211688,2624.422078,100
528,891.919831,2894.451477,100
529,904.96882,1672.696548,100
530,896.764811,2682.192101,100
531,906.141638,1539.424915,100
532,910.728111,2920.800527,100
533,907.719266,611.566972,100
534,913.32181,1835.402891,100
535,922.639813,2879.78829,100
536,902.710425,583.571429,100
537,914.494515,2964.979747,100
538,917.031325,16.556627,100
539,926.530612,1500.411565,100
540,917.127625,2812.231018,100
541,930.713902,115.091251,100
542,930.700409,1460.510225,100
543,923.737624,1571.207921,100
544,928.700609,1642.905135,100
545,934.562963,1901.480135,100
546,936.215459,1548.351691,100
547,926.018182,1805.247273,100
548,941.729383,1967.368968,100
549,935.917485,1747.333006,100
550,945.558989,1779.625281,100
551,935.669643,1671.816964,100
552,943.376335,2013.73295,100
553,944.54878,2961.469512,100
554,944.953196,1380.518265,100
555,951.366522,1829.881674,100
556,955.964654,1696.012273,100
557,953.91875,2261.608036,100
558,952.393574,1513.841365,100
559,956.46875,1588.956081,100
560,957.519729,1625.386697,100
561,955.557333,1866.571556,100
562,958.505287,2937.999245,100
563,957.548249,2745.797609,100
564,961.110903,2993.908411,100
565,951.05098,1564.431373,100
566,967.309434,1734.613585,100
567,963.188353,2852.547771,100
568,968.822444,1653.808609,100
569,965.327638,2893.682412,100
570,960.094758,2683.183468,100
571,967.554878,85.462398,100
572,967.713758,413.042475,100
573,973.807432,1541.606419,100
574,968.790094,962.436321,100
575,964.340278,1492.993056,100
576,968.91875,2770.126562,100
577,981.589005,3033.819372,100
578,982.73627,2492.489439,100
579,970.019856,2616.649819,100
580,971.2021,1944.808399,100
581,968.12406,2632.650376,100
582,969.39759,2695.662651,100
583,973.48048,3061.810811,100
584,984.370239,1596.072631,100
585,984.923387,1866.802419,100
586,982.943933,1921.241841,100
587,982.269259,384.059428,100
588,985.790375,1831.249592,100
589,984.80397,1785.582299,100
590,988.486737,2023.385942,100
591,981.153101,443.265504,100
592,994.141689,1626.26158,100
593,992.221482,2783.774355,100
594,987.537037,2966.996296,100
595,983.926108,1570.241379,100
596,995.79425,1892.624438,100
597,984.670139,1713.305556,100
598,1001.716312,1390.073582,100
599,1006.470852,1677.672147,100
600,991.480427,459.530249,100
601,1021.518939,2077.546488,100
602,1020.730575,1799.421292,100
603,1009.305255,3021.313756,100
604,1002.848301,2986.481796,100
605,1004.400542,1074.112116,100
606,1006.77088,1736.893905,100
607,1005.234165,2924.307102,100
608,1010.081442,1714.049399,100
609,1013.363158,1599.966316,100
610,1012.584214,1994.89683,100
611,1011.339789,1952.077465,100
612,1015.803748,1643.052268,100
613,1018.886022,2223.542473,100
614,1007.043478,2896.432225,100
615,1026.601423,380.254448,100
616,1017.517281,3069.495392,100
617,1017.294985,2760.648968,100
618,1028.731246,1925.874755,100
619,1018.824022,1890.868715,100
620,1035.157005,2986.865539,100
621,1031.168519,725.374074,100
622,1023.634981,1873.608365,100
623,1023.993684,2837.124211,100
624,1027.978437,3098.382749,100
625,1036.645057,1698.893031,100
626,1035.802247,1975.807865,100
627,1043.383861,1734.926848,100
628,1032.707101,1890.097633,100
629,1036.483957,2797.008913,100
630,1045.089888,1765.645265,100
631,1036.096273,3050.686335,100
632,1049.729867,3079.800204,100
633,1047.10916,1827.31374,100
634,1056.730709,2124.858622,100
635,1054.139617,3123.810773,100
636,1054.244505,2013.923993,100
637,1042.980132,2819.645695,100
638,1051.71118,3056.357143,100
639,1042.129353,1906.109453,100
640,1044.895604,2629.063187,100
641,1059.499434,1986.614949,100
642,1050.038793,2614.325431,100
643,1057.999184,1890.274062,100
644,1057.736,2040.357333,100
645,1049.794183,2873.89038,100
646,1060.464789,1532.494718,100
647,1061.257015,1853.903479,100
648,1066.569672,1788.673156,100
649,1058.636364,2861.883117,100
650,1062.541012,1677.752182,100
651,1069.076867,1927.084919,100
652,1058.741433,2095.214953,100
653,1072.844828,460.664456,100
654,1076.542857,2072.881633,100
655,1076.790927,2953.6167,100
656,1079.181075,1824.353972,100
657,1086.066539,3120.96929,100
658,1071.560847,1707.481481,100
659,1083.690445,1754.818717,100
660,1083.182368,2201.455919,100
661,1075.033083,628.303759,100
662,1074.5,1041.862903,100
663,1091.183141,3161.981201,100
664,1092.353666,1882.463984,100
665,1096.254372,1969.331479,100
666,1089.653815,2291.186218,100
667,1086.814655,1990.43319,100
668,1086.49435,2006.497175,100
669,1106.260488,1801.107076,100
670,1088.701493,233.216418,100
671,1098.074861,1941.858595,100
672,1102.80127,2027.312381,100
673,1097.038914,2166.107692,100
674,1103.716077,1021.921829,100
675,1101.273092,2246.906292,100
676,1089.90429,2122.039604,100
677,1093.186312,625.86692,100
678,1100.525926,667.750926,100
679,1107.25,1853.433884,100
680,1100.546248,2107.022688,100
681,1112.534985,2069.925684,100
682,1097.0,3079.0,100
683,1116.024634,3198.928096,100
684,1113.540329,1486.714957,100
685,1108.582353,2868.716471,100
686,1127.428571,1838.004859,100
687,1130.407369,2165.251791,100
688,1124.843335,1927.042325,100
689,1121.82625,1651.89875,100
690,1120.275132,2969.243386,100
691,1123.890399,3114.447749,100
692,1118.1,47.407143,100
693,1137.470468,2299.448065,100
694,1127.694018,2499.385736,100
695,1134.677733,1876.126316,100
696,1127.603292,3048.036214,100
697,1137.247454,3236.517675,100
698,1133.500353,1981.518728,100
699,1152.799407,1900.756677,100
700,1139.763158,338.420255,100
701,1145.250228,3187.290411,100
702,1128.727273,2119.872054,100
703,1142.396898,3080.885949,100
704,1146.387195,1152.898628,100
705,1146.291375,2015.418415,100
706,1148.005872,2259.587248,100
707,1155.506334,2079.682432,100
708,1141.191806,2351.532588,100
709,1152.755947,2213.736564,100
710,1146.801153,2368.85879,100
711,1144.314894,2129.906383,100
712,1149.320583,627.041894,100
713,1155.659498,1078.578853,100
714,1148.862745,437.647059,100
715,1157.36129,490.059908,100
716,1156.962302,559.316468,100
717,1152.357314,597.374101,100
718,1155.155425,1925.343109,100
719,1160.810748,2130.366822,100
720,1152.607843,2236.063725,100
721,1157.065375,3106.600484,100
722,1170.693842,1991.757155,100
723,1169.207461,1955.774869,100
724,1179.361052,3216.519728,100
725,1171.126592,2186.976779,100
726,1165.793354,152.480789,100
727,1171.944911,2285.741363,100
728,1178.743726,2353.873764,100
729,1159.309701,2417.126866,100
730,1174.081867,2027.684009,100
731,1163.257426,2376.990099,100
732,1168.795539,2402.95539,100
733,1183.56648,2090.692737,100
734,1179.548953,696.970966,100
735,1175.136111,1435.437963,100
736,1194.629244,2153.631055,100
737,1185.722622,2230.247002,100
738,1176.0,326.0,100
739,1196.57976,1698.041738,100
740,1177.701818,2120.698182,100
741,1178.844059,511.982673,100
742,1184.545082,2055.307377,100
743,1186.541284,548.396789,100
744,1180.315603,1928.397163,100
745,1194.625887,2315.803191,100
746,1192.58494,3283.089991,100
747,1195.885048,3153.849678,100
748,1204.942177,2280.473469,100
749,1202.741997,3013.597951,100
750,1199.320902,3326.892454,100
751,1210.841326,2116.333925,100
752,1199.93578,2395.318807,100
753,1210.435994,2044.631777,100
754,1210.530612,3266.044643,100
755,1210.267742,2074.52043,100
756,1204.604457,3125.437326,100
757,1203.981777,495.751708,100
758,1206.2,893.987755,100
759,1205.722656,2024.375,100
760,1215.545875,3049.657672,100
761,1215.715536,295.829322,100
762,1206.625698,1749.913408,100
763,1219.280508,2222.04661,100
764,1219.387725,2189.599551,100
765,1219.045455,1769.105416,100
766,1221.094068,15.151695,100
767,1217.490347,483.783784,100
768,1228.294829,3153.436744,100
769,1230.213527,2395.798068,100
770,1237.417563,2156.043011,100
771,1235.250839,3295.602349,100
772,1242.442614,2096.447396,100
773,1232.469108,2432.659039,100
774,1234.382942,3332.781549,100
775,1239.063869,43.535584,100
776,1237.507415,3225.972458,100
777,1241.613139,2331.592364,100
778,1241.35122,2278.062439,100
779,1247.858065,2495.179032,100
780,1243.809756,2384.268293,100
781,1253.88529,83.449393,100
782,1255.694004,2184.697531,100
783,1255.124214,3320.009434,100
784,1254.026087,2444.971429,100
785,1262.663786,2135.402985,100
786,1256.67243,3057.986551,100
787,1257.052809,594.740449,100
788,1256.037081,3364.305024,100
789,1249.804688,812.105469,100
790,1254.876106,1544.175516,100
791,1260.522838,1983.187561,100
792,1257.871287,837.909653,100
793,1263.03605,451.59953,100
794,1265.320084,3389.595188,100
795,1271.888158,2410.034689,100
796,1262.971831,3265.851571,100
797,1259.478386,633.815562,100
798,1264.150296,655.936095,100
799,1270.89613,2232.712831,100
800,1277.023155,2202.723589,100
801,1272.611925,2271.060669,100
802,1283.613608,2318.196289,100
803,1269.688235,2630.058824,100
804,1286.545116,3349.484186,100
805,1277.810244,1674.407451,100
806,1275.89722,1944.782645,100
807,1278.06672,2372.942812,100
808,1270.892019,2437.478873,100
809,1286.423638,2171.10284,100
810,1293.925714,1495.691868,100
811,1291.943727,3421.914548,100
812,1284.25206,2922.726648,100
813,1282.418994,1070.895717,100
814,1284.32381,1055.395238,100
815,1290.602996,3067.498127,100
816,1291.739679,762.480505,100
817,1286.567164,2253.78607,100
818,1296.885,3245.02,100
819,1296.257176,2480.482204,100
820,1303.118289,2214.508644,100
821,1290.577197,2455.935867,100
822,1290.889744,3211.382051,100
823,1297.046701,1834.766494,100
824,1303.806147,3097.681639,100
825,1300.502836,739.691871,100
826,1309.685745,2540.835313,100
827,1300.963768,2392.972826,100
828,1304.598214,2455.933036,100
829,1319.21771,3400.974035,100
830,1313.36243,2252.308659,100
831,1314.639517,103.911765,100
832,1312.879129,1692.059309,100
833,1321.497647,2501.444118,100
834,1312.269799,2622.05906,100
835,1319.906849,2354.510959,100
836,1317.788603,2440.842831,100
837,1317.319838,2986.665992,100
838,1327.206853,2313.866117,100
839,1314.47698,1723.723757,100
840,1322.602606,2407.811075,100
841,1324.33517,3450.982553,100
842,1326.808025,2005.395062,100
843,1333.680225,71.509387,100
844,1326.633166,361.243719,100
845,1333.839783,2278.141641,100
846,1328.128722,3492.894332,100
847,1332.921638,2596.349955,100
848,1328.929273,3328.394892,100
849,1333.765376,670.429765,100
850,1340.657038,448.465383,100
851,1338.653174,600.809568,100
852,1338.984716,2455.626638,100
853,1345.050633,3274.915348,100
854,1344.088368,1029.739405,100
855,1349.820018,2422.552801,100
856,1338.0,1440.0,100
857,1357.211724,2386.491724,100
858,1347.811594,2546.713043,100
859,1357.705226,3441.217656,100
860,1349.0625,3535.033333,100
861,1351.370787,3355.187947,100
862,1352.026467,2345.971231,100
863,1356.719861,2500.323345,100
864,1344.688596,2574.258772,100
865,1354.247664,2450.257009,100
866,1375.417533,3494.936107,100
867,1359.510657,1090.705151,100
868,1355.972881,3403.176271,100
869,1371.298969,1622.716495,100
870,1360.062295,2274.554098,100
871,1367.276386,2304.56492,100
872,1365.657416,2257.617225,100
873,1364.668067,2582.05042,100
874,1366.558161,92.438086,100
875,1367.889377,1244.830769,100
876,1366.85607,2191.67209,100
877,1365.198718,1512.792125,100
878,1363.930736,2329.294372,100
879,1374.264396,2465.550689,100
880,1383.121758,2352.695965,100
881,1376.061162,3549.088685,100
882,1385.735967,2121.428794,100
883,1389.077837,2515.11527,100
884,1378.819533,238.42569,100
885,1382.074295,2429.743809,100
886,1372.352941,3516.953782,100
887,1380.379218,49.156306,100
888,1388.531942,2642.206831,100
889,1386.431891,2552.389423,100
890,1388.582305,3278.187243,100
891,1386.994737,1589.155263,100
892,1383.754839,3472.383871,100
893,1393.556539,3444.898722,100
894,1397.398631,182.798118,100
895,1395.242236,2596.104555,100
896,1398.532168,2952.316124,100
897,1393.633745,3415.176955,100
898,1399.809406,1538.786304,100
899,1403.815089,2453.449704,100
900,1410.231254,2400.142256,100
901,1415.197783,3511.56607,100
902,1416.322917,1587.546131,100
903,1412.422912,3541.836188,100
904,1427.309524,2432.443978,100
905,1414.431522,2485.879348,100
906,1414.686567,2662.168159,100
907,1419.832898,2544.10792,100
908,1413.313433,280.042289,100
909,1428.552247,262.512182,100
910,1423.498031,115.149606,100
911,1427.221464,162.222705,100
912,1415.551601,2611.007117,100
913,1444.432462,2464.683551,100
914,1428.330215,2579.270346,100
915,1429.199663,3624.737995,100
916,1428.069157,732.275835,100
917,1426.970954,848.399378,100
918,1432.577622,1779.841242,100
919,1442.10037,3571.299722,100
920,1447.691697,2606.322955,100
921,1437.513761,2677.293578,100
922,1430.424658,635.838356,100
923,1436.251158,663.849861,100
924,1439.756637,2727.219027,100
925,1433.055556,2746.119048,100
926,1454.601013,2521.296203,100
927,1453.526745,2650.063463,100
928,1456.217152,2560.256491,100
929,1447.106299,1303.080052,100
