Label,X,Y,Z
3214,160,106,52
3215,134,108,52
3216,85,109,52
3217,121,109,52
3218,121,110,52
3219,154,111,52
3220,88,113,52
3221,130,113,52
3222,97,115,52
3223,151,115,52
3224,136,116,52
3225,120,117,52
3226,184,117,52
3227,156,119,52
3228,104,121,52
3229,126,122,52
3230,111,124,52
3231,133,124,52
3232,140,125,52
3233,147,126,52
3234,163,126,52
3235,125,128,52
3236,130,128,52
3237,109,130,52
3238,168,130,52
3239,100,132,52
3240,176,133,52
3241,167,134,52
3242,89,136,52
3243,103,136,52
3244,169,137,52
3245,84,138,52
3246,107,138,52
3247,177,138,52
3248,176,139,52
3249,102,140,52
3250,123,140,52
3251,99,142,52
3252,145,143,52
3253,174,144,52
3254,94,146,52
3255,166,146,52
3256,173,146,52
3257,174,147,52
3258,158,148,52
3259,110,149,52
3260,131,150,52
3261,104,152,52
3262,103,154,52
3263,99,156,52
3264,92,158,52
3265,93,158,52
3266,138,158,52
3267,165,159,52
3268,136,160,52
3269,147,160,52
3270,89,162,52
3271,105,163,52
3272,133,164,52
3273,132,166,52
3274,164,168,52
3275,130,170,52
3276,160,170,52
3277,165,172,52
3278,99,173,52
3279,132,175,52
3280,138,176,52
3281,102,177,52
3282,148,177,52
3283,150,179,52
3284,147,181,52
3285,137,184,52
3286,155,184,52
3287,117,188,52
3288,125,190,52
3289,119,56,53
3290,109,59,53
3291,125,61,53
3292,129,64,53
3293,140,64,53
3294,101,67,53
3295,104,68,53
3296,158,70,53
3297,124,73,53
3298,127,73,53
3299,145,75,53
3300,90,78,53
3301,152,79,53
3302,116,81,53
3303,171,82,53
3304,107,84,53
3305,112,86,53
3306,84,88,53
3307,106,88,53
3308,172,88,53
3309,100,90,53
3310,159,91,53
3311,134,92,53
3312,163,93,53
3313,136,95,53
3314,87,97,53
3315,89,98,53
3316,153,99,53
3317,122,100,53
3318,88,102,53
3319,158,103,53
3320,149,104,53
3321,156,104,53
3322,87,106,53
3323,147,106,53
3324,91,108,53
3325,176,109,53
3326,132,110,53
3327,164,110,53
3328,127,111,53
3329,151,112,53
3330,97,113,53
3331,165,114,53
3332,168,114,53
3333,179,115,53
3334,109,116,53
3335,178,117,53
3336,173,118,53
3337,124,119,53
3338,167,119,53
3339,175,120,53
3340,90,121,53
3341,117,121,53
3342,148,122,53
3343,153,123,53
3344,134,125,53
3345,165,125,53
3346,177,126,53
3347,133,127,53
3348,184,128,53
3349,135,129,53
3350,133,130,53
3351,181,131,53
3352,106,132,53
3353,94,134,53
3354,126,135,53
3355,99,137,53
3356,116,138,53
3357,142,139,53
3358,162,140,53
3359,146,141,53
3360,123,142,53
3361,153,143,53
3362,174,144,53
3363,165,146,53
3364,177,146,53
3365,178,148,53
3366,83,149,53
3367,109,150,53
3368,90,151,53
3369,118,151,53
3370,86,153,53
3371,122,153,53
3372,96,154,53
3373,155,155,53
3374,119,156,53
3375,149,157,53
3376,139,158,53
3377,135,160,53
3378,127,161,53
3379,164,161,53
3380,101,163,53
3381,123,165,53
3382,115,166,53
3383,140,168,53
3384,159,168,53
3385,108,169,53
3386,119,169,53
3387,143,170,53
3388,158,170,53
3389,110,171,53
3390,144,173,53
3391,143,174,53
3392,160,176,53
3393,114,179,53
3394,131,179,53
3395,150,180,53
3396,154,180,53
3397,156,182,53
3398,139,185,53
3399,137,186,53
3400,125,190,53
3401,112,61,54
3402,127,62,54
3403,131,62,54
3404,106,65,54
3405,140,67,54
3406,150,69,54
3407,152,71,54
3408,146,73,54
3409,155,75,54
3410,131,77,54
3411,142,77,54
3412,168,78,54
3413,95,81,54
3414,141,81,54
3415,158,82,54
3416,142,84,54
3417,87,85,54
3418,106,85,54
3419,87,87,54
3420,132,88,54
3421,147,89,54
3422,176,90,54
3423,100,91,54
3424,126,92,54
3425,150,92,54
3426,98,94,54
3427,129,94,54
3428,168,94,54
3429,116,95,54
3430,122,95,54
3431,160,96,54
3432,107,98,54
3433,174,98,54
3434,133,99,54
3435,128,100,54
3436,87,102,54
3437,171,103,54
3438,110,105,54
3439,165,105,54
3440,134,107,54
3441,177,107,54
3442,97,108,54
3443,176,109,54
3444,141,111,54
3445,133,112,54
3446,90,114,54
3447,108,114,54
3448,94,115,54
3449,127,115,54
3450,183,115,54
3451,140,116,54
3452,173,117,54
3453,182,118,54
3454,108,119,54
3455,145,119,54
3456,132,121,54
3457,79,122,54
3458,111,123,54
3459,120,124,54
3460,132,124,54
3461,137,124,54
3462,121,126,54
3463,96,127,54
3464,116,128,54
3465,133,129,54
3466,97,131,54
3467,147,131,54
3468,147,132,54
3469,129,133,54
3470,148,134,54
3471,130,135,54
3472,172,135,54
3473,81,137,54
3474,123,137,54
3475,160,138,54
3476,181,138,54
3477,167,140,54
3478,109,142,54
3479,157,143,54
3480,82,144,54
3481,93,144,54
3482,172,145,54
3483,153,147,54
3484,88,148,54
3485,103,148,54
3486,140,148,54
3487,144,148,54
3488,114,150,54
3489,146,150,54
3490,94,152,54
3491,112,152,54
3492,86,154,54
3493,137,155,54
3494,118,156,54
3495,104,157,54
3496,148,158,54
3497,163,160,54
3498,130,161,54
3499,149,161,54
3500,111,163,54
3501,170,163,54
3502,109,166,54
3503,141,167,54
3504,148,169,54
3505,161,169,54
3506,110,172,54
3507,106,174,54
3508,98,175,54
3509,101,177,54
3510,136,179,54
3511,116,180,54
3512,122,182,54
3513,147,185,54
3514,137,190,54
3515,132,60,55
3516,110,61,55
3517,105,64,55
3518,101,65,55
3519,134,67,55
3520,134,68,55
3521,96,69,55
3522,125,70,55
3523,141,72,55
3524,160,72,55
3525,133,74,55
3526,117,76,55
3527,130,76,55
3528,98,77,55
3529,140,78,55
3530,130,79,55
3531,117,81,55
3532,165,81,55
3533,105,83,55
3534,133,83,55
3535,128,84,55
3536,121,86,55
3537,165,87,55
3538,137,88,55
3539,173,88,55
3540,151,89,55
3541,169,90,55
3542,138,91,55
3543,121,93,55
3544,133,94,55
3545,139,94,55
3546,110,95,55
3547,86,97,55
3548,179,97,55
3549,133,98,55
3550,85,100,55
3551,113,101,55
3552,164,102,55
3553,131,103,55
3554,146,104,55
3555,93,105,55
3556,157,106,55
3557,130,108,55
3558,80,109,55
3559,171,110,55
3560,100,111,55
3561,82,113,55
3562,163,113,55
3563,128,114,55
3564,95,116,55
3565,104,116,55
3566,148,116,55
3567,112,117,55
3568,108,118,55
3569,168,119,55
3570,154,121,55
3571,124,122,55
3572,87,124,55
3573,122,125,55
3574,91,127,55
3575,81,128,55
3576,178,128,55
3577,103,130,55
3578,172,130,55
3579,157,132,55
3580,143,134,55
3581,138,135,55
3582,109,136,55
3583,132,137,55
3584,146,138,55
3585,180,139,55
3586,142,140,55
3587,84,142,55
3588,145,143,55
3589,98,144,55
3590,89,146,55
3591,92,146,55
3592,136,146,55
3593,99,147,55
3594,157,147,55
3595,164,147,55
3596,125,149,55
3597,177,150,55
3598,109,152,55
3599,149,153,55
3600,96,154,55
3601,104,154,55
3602,127,155,55
3603,119,156,55
3604,147,156,55
3605,147,158,55
3606,95,160,55
3607,149,160,55
3608,161,160,55
3609,97,162,55
3610,90,164,55
3611,104,164,55
3612,171,165,55
3613,104,168,55
3614,115,170,55
3615,130,172,55
3616,144,174,55
3617,150,175,55
3618,149,176,55
3619,134,177,55
3620,136,178,55
3621,109,180,55
3622,106,181,55
3623,126,184,55
3624,145,187,55
3625,125,60,56
3626,106,63,56
3627,119,65,56
3628,137,65,56
3629,157,65,56
3630,161,68,56
3631,153,70,56
3632,116,73,56
3633,110,75,56
3634,162,75,56
3635,106,77,56
3636,98,79,56
3637,125,80,56
3638,135,81,56
3639,161,82,56
3640,162,82,56
3641,112,84,56
3642,84,85,56
3643,129,86,56
3644,162,87,56
3645,154,88,56
3646,164,88,56
3647,157,90,56
3648,82,91,56
3649,180,92,56
3650,136,94,56
3651,130,95,56
3652,77,97,56
3653,130,98,56
3654,154,98,56
3655,85,99,56
3656,167,99,56
3657,125,101,56
3658,146,102,56
3659,119,103,56
3660,139,104,56
3661,164,104,56
3662,115,106,56
3663,78,107,56
3664,104,108,56
3665,168,109,56
3666,175,110,56
3667,86,112,56
3668,124,112,56
3669,99,114,56
3670,78,115,56
3671,88,115,56
3672,109,116,56
3673,135,117,56
3674,86,118,56
3675,152,119,56
3676,132,120,56
3677,155,121,56
3678,146,122,56
3679,167,123,56
3680,115,124,56
3681,93,126,56
3682,104,126,56
3683,91,127,56
3684,83,128,56
3685,146,129,56
3686,164,130,56
3687,84,132,56
3688,168,133,56
3689,129,135,56
3690,182,135,56
3691,164,137,56
3692,91,138,56
3693,109,138,56
3694,173,138,56
3695,110,140,56
3696,91,142,56
3697,125,142,56
3698,114,144,56
3699,154,144,56
3700,83,146,56
3701,125,147,56
3702,152,148,56
3703,90,150,56
3704,112,151,56
3705,113,153,56
3706,84,155,56
3707,149,155,56
3708,93,156,56
3709,101,158,56
3710,145,158,56
3711,92,159,56
3712,102,160,56
3713,111,160,56
3714,91,161,56
3715,93,163,56
3716,97,163,56
3717,150,164,56
3718,90,166,56
3719,165,166,56
3720,92,168,56
3721,139,169,56
3722,147,171,56
3723,133,173,56
3724,124,174,56
3725,133,174,56
3726,99,175,56
3727,101,176,56
3728,130,176,56
3729,159,176,56
3730,138,178,56
3731,143,181,56
3732,135,182,56
3733,146,184,56
3734,142,188,56
3735,137,190,56
3736,135,61,57
3737,141,63,57
3738,147,65,57
3739,98,67,57
3740,103,68,57
3741,127,68,57
3742,113,70,57
3743,101,72,57
3744,141,74,57
3745,92,76,57
3746,170,77,57
3747,90,80,57
3748,102,81,57
3749,142,81,57
3750,165,81,57
3751,147,82,57
3752,157,82,57
3753,99,84,57
3754,118,84,57
3755,133,84,57
3756,135,85,57
3757,166,85,57
3758,163,87,57
3759,168,89,57
3760,179,90,57
3761,87,92,57
3762,89,93,57
3763,165,93,57
3764,99,95,57
3765,172,95,57
3766,97,96,57
3767,162,96,57
3768,171,96,57
3769,143,98,57
3770,121,99,57
3771,139,100,57
3772,163,100,57
3773,140,101,57
3774,141,101,57
3775,156,101,57
3776,92,102,57
3777,77,104,57
3778,97,104,57
3779,147,104,57
3780,166,105,57
3781,177,105,57
3782,125,107,57
3783,118,108,57
3784,150,109,57
3785,83,111,57
3786,166,112,57
3787,86,113,57
3788,147,113,57
3789,110,115,57
3790,172,116,57
3791,91,118,57
3792,163,118,57
3793,92,120,57
3794,168,120,57
3795,98,122,57
3796,133,123,57
3797,148,124,57
3798,126,125,57
3799,117,126,57
3800,151,126,57
3801,113,128,57
3802,178,129,57
3803,181,130,57
3804,89,131,57
3805,122,132,57
3806,90,134,57
3807,141,135,57
3808,107,137,57
3809,148,137,57
3810,119,139,57
3811,160,139,57
3812,147,140,57
3813,134,142,57
3814,151,142,57
3815,140,144,57
3816,96,146,57
3817,172,147,57
3818,140,149,57
3819,142,150,57
3820,106,152,57
3821,126,152,57
3822,90,153,57
3823,150,154,57
3824,95,156,57
3825,142,156,57
3826,124,158,57
3827,135,159,57
3828,169,159,57
3829,173,161,57
3830,95,164,57
3831,169,165,57
3832,110,168,57
3833,135,168,57
3834,158,169,57
3835,134,170,57
3836,118,171,57
3837,133,173,57
3838,143,173,57
3839,126,176,57
3840,159,177,57
3841,110,179,57
3842,144,180,57
3843,121,183,57
3844,115,186,57
3845,128,60,58
3846,134,64,58
3847,145,64,58
3848,108,67,58
3849,123,68,58
3850,152,69,58
3851,119,72,58
3852,107,74,58
3853,167,74,58
3854,90,76,58
3855,101,76,58
3856,134,77,58
3857,105,79,58
3858,153,79,58
3859,115,81,58
3860,90,83,58
3861,116,84,58
3862,171,85,58
3863,161,87,58
3864,151,88,58
3865,134,90,58
3866,108,91,58
3867,139,92,58
3868,91,93,58
3869,112,93,58
3870,113,94,58
3871,123,95,58
3872,154,96,58
3873,161,97,58
3874,179,98,58
3875,99,100,58
3876,135,100,58
3877,82,102,58
3878,173,102,58
3879,174,103,58
3880,112,105,58
3881,119,105,58
3882,99,107,58
3883,107,108,58
3884,142,108,58
3885,121,110,58
3886,157,111,58
3887,112,112,58
3888,149,112,58
3889,158,112,58
3890,92,113,58
3891,94,114,58
3892,159,115,58
3893,97,117,58
3894,130,118,58
3895,136,119,58
3896,87,120,58
3897,104,120,58
3898,174,120,58
3899,78,121,58
3900,113,122,58
3901,118,123,58
3902,102,125,58
3903,119,125,58
3904,127,125,58
3905,175,126,58
3906,155,127,58
3907,89,129,58
3908,122,130,58
3909,163,130,58
3910,175,130,58
3911,109,132,58
3912,135,133,58
3913,156,134,58
3914,93,135,58
3915,143,135,58
3916,153,136,58
3917,122,137,58
3918,105,138,58
3919,86,140,58
3920,142,141,58
3921,139,142,58
3922,151,143,58
3923,119,145,58
3924,146,145,58
3925,86,146,58
3926,139,147,58
3927,162,147,58
3928,112,149,58
3929,155,150,58
3930,172,151,58
3931,123,153,58
3932,124,155,58
3933,157,156,58
3934,174,156,58
3935,148,158,58
3936,109,159,58
3937,162,159,58
3938,87,160,58
3939,153,160,58
3940,89,161,58
3941,171,162,58
3942,91,163,58
3943,112,164,58
3944,127,164,58
3945,153,164,58
3946,99,165,58
3947,135,166,58
3948,95,168,58
3949,96,170,58
3950,102,170,58
3951,131,171,58
3952,152,172,58
3953,116,174,58
3954,156,175,58
3955,149,177,58
3956,116,180,58
3957,110,183,58
3958,140,185,58
3959,132,187,58
3960,133,189,58
3961,143,61,59
3962,129,65,59
3963,103,68,59
3964,142,70,59
3965,91,72,59
3966,118,74,59
3967,104,75,59
3968,110,75,59
3969,125,75,59
3970,88,77,59
3971,87,78,59
3972,90,78,59
3973,116,79,59
3974,122,81,59
3975,117,82,59
3976,114,84,59
3977,130,84,59
3978,135,85,59
3979,149,86,59
3980,95,88,59
3981,106,88,59
3982,131,89,59
3983,152,89,59
3984,153,90,59
3985,174,90,59
3986,91,92,59
3987,97,93,59
3988,140,93,59
3989,162,94,59
3990,148,96,59
3991,108,98,59
3992,113,99,59
3993,91,101,59
3994,134,101,59
3995,164,102,59
3996,101,104,59
3997,173,105,59
3998,105,107,59
3999,134,107,59
4000,86,109,59
4001,78,110,59
4002,114,110,59
4003,126,111,59
4004,174,112,59
4005,79,114,59
4006,157,114,59
4007,95,116,59
4008,111,117,59
4009,161,117,59
4010,174,117,59
4011,105,119,59
4012,156,119,59
4013,179,120,59
4014,156,122,59
4015,100,124,59
4016,107,124,59
4017,156,124,59
4018,118,125,59
4019,181,125,59
4020,173,126,59
4021,147,127,59
4022,97,129,59
4023,109,130,59
4024,121,130,59
4025,86,131,59
4026,100,131,59
4027,136,131,59
4028,157,132,59
4029,131,133,59
4030,136,134,59
4031,151,135,59
4032,123,137,59
4033,116,139,59
4034,88,140,59
4035,129,141,59
4036,153,142,59
4037,84,144,59
4038,91,145,59
4039,154,146,59
4040,137,147,59
4041,142,149,59
4042,93,151,59
4043,127,152,59
4044,123,154,59
4045,106,156,59
4046,95,157,59
4047,97,159,59
4048,106,160,59
4049,144,160,59
4050,147,161,59
4051,99,163,59
4052,102,164,59
4053,109,166,59
4054,139,166,59
4055,147,167,59
4056,158,167,59
4057,138,168,59
4058,149,169,59
4059,159,170,59
4060,112,171,59
4061,114,171,59
4062,158,171,59
4063,98,174,59
4064,110,175,59
4065,148,177,59
4066,140,180,59
4067,116,184,59
4068,147,184,59
4069,126,59,60
4070,140,62,60
4071,112,65,60
4072,110,67,60
4073,101,69,60
4074,109,70,60
4075,147,70,60
4076,110,73,60
4077,158,73,60
4078,144,75,60
4079,155,77,60
4080,105,79,60
4081,164,80,60
4082,133,81,60
4083,143,81,60
4084,115,83,60
4085,130,83,60
4086,163,83,60
4087,91,85,60
4088,99,86,60
4089,100,87,60
4090,126,87,60
4091,135,87,60
4092,170,87,60
4093,177,87,60
4094,156,88,60
4095,88,89,60
4096,83,91,60
4097,162,91,60
4098,80,93,60
4099,141,93,60
4100,80,95,60
4101,132,95,60
4102,118,96,60
4103,134,97,60
4104,174,98,60
4105,161,100,60
4106,167,101,60
4107,85,103,60
4108,99,103,60
4109,139,104,60
4110,145,105,60
4111,115,106,60
4112,85,107,60
4113,86,108,60
4114,132,108,60
4115,89,110,60
4116,98,111,60
4117,113,111,60
4118,140,111,60
4119,116,112,60
4120,81,113,60
4121,94,113,60
4122,126,114,60
4123,174,115,60
4124,93,116,60
4125,159,117,60
4126,169,117,60
4127,152,119,60
4128,175,120,60
4129,161,121,60
4130,162,121,60
4131,169,122,60
4132,147,123,60
4133,139,124,60
4134,145,124,60
4135,92,126,60
4136,182,126,60
4137,107,127,60
4138,154,128,60
4139,164,129,60
4140,172,129,60
4141,83,130,60
4142,119,130,60
4143,101,132,60
4144,124,132,60
4145,138,133,60
4146,108,134,60
4147,109,134,60
4148,98,135,60
4149,153,135,60
4150,150,136,60
4151,134,137,60
4152,117,138,60
4153,164,138,60
4154,141,140,60
4155,175,140,60
4156,157,141,60
4157,169,141,60
4158,166,143,60
4159,123,144,60
4160,163,145,60
4161,155,146,60
4162,169,146,60
4163,175,147,60
4164,175,149,60
4165,90,150,60
4166,98,150,60
4167,145,151,60
4168,158,152,60
4169,115,154,60
4170,161,155,60
4171,172,157,60
4172,125,159,60
4173,148,159,60
4174,138,160,60
4175,136,161,60
4176,92,162,60
4177,98,162,60
4178,106,164,60
4179,124,166,60
4180,128,166,60
4181,171,166,60
4182,168,167,60
4183,156,169,60
4184,123,171,60
4185,161,173,60
4186,158,174,60
4187,110,175,60
4188,128,175,60
4189,142,177,60
4190,124,178,60
4191,152,180,60
4192,135,182,60
4193,136,182,60
4194,116,183,60
4195,146,183,60
4196,132,187,60
4197,140,188,60
4198,107,64,61
4199,147,65,61
4200,131,68,61
4201,103,70,61
4202,113,72,61
4203,148,73,61
4204,166,74,61
4205,149,75,61
4206,93,78,61
4207,116,79,61
4208,161,79,61
4209,109,80,61
4210,90,81,61
4211,142,82,61
4212,157,84,61
4213,160,85,61
4214,148,87,61
4215,91,89,61
4216,151,89,61
4217,84,90,61
4218,90,90,61
4219,154,91,61
4220,85,92,61
4221,98,93,61
4222,143,93,61
4223,137,95,61
4224,162,96,61
4225,125,98,61
4226,84,99,61
4227,170,100,61
4228,145,101,61
4229,178,101,61
4230,144,103,61
4231,118,105,61
4232,122,105,61
4233,165,105,61
4234,149,107,61
4235,84,108,61
4236,127,109,61
4237,85,110,61
4238,133,110,61
4239,109,112,61
4240,116,112,61
4241,149,113,61
4242,172,113,61
4243,105,114,61
4244,178,114,61
4245,170,115,61
4246,82,116,61
4247,173,116,61
4248,167,117,61
4249,177,118,61
4250,107,119,61
4251,165,119,61
4252,90,121,61
4253,100,121,61
4254,87,122,61
4255,130,122,61
4256,83,124,61
4257,175,124,61
4258,101,126,61
4259,144,126,61
4260,158,127,61
4261,110,128,61
4262,95,129,61
4263,167,130,61
4264,84,132,61
4265,122,132,61
4266,100,133,61
4267,124,134,61
4268,151,135,61
4269,131,136,61
4270,158,136,61
4271,116,137,61
4272,114,138,61
4273,136,138,61
4274,114,139,61
4275,176,140,61
4276,151,142,61
4277,103,143,61
4278,155,143,61
4279,102,144,61
4280,136,144,61
4281,91,146,61
4282,105,146,61
4283,135,146,61
4284,102,148,61
4285,87,150,61
4286,126,150,61
4287,128,150,61
4288,106,152,61
4289,104,154,61
4290,105,154,61
4291,132,154,61
4292,160,155,61
4293,149,156,61
4294,137,158,61
4295,165,158,61
4296,152,160,61
4297,160,162,61
4298,95,164,61
4299,125,166,61
4300,155,166,61
4301,129,167,61
4302,127,168,61
4303,126,169,61
4304,114,170,61
4305,109,172,61
4306,139,173,61
4307,147,173,61
4308,108,174,61
4309,155,174,61
4310,130,175,61
4311,130,177,61
4312,117,179,61
4313,105,180,61
4314,125,182,61
4315,120,185,61
4316,149,185,61
4317,116,60,62
4318,128,64,62
4319,121,67,62
4320,155,67,62
4321,143,68,62
4322,128,70,62
4323,139,70,62
4324,124,71,62
4325,157,71,62
4326,163,72,62
4327,92,75,62
4328,126,77,62
4329,135,78,62
4330,141,80,62
4331,87,82,62
4332,114,82,62
4333,138,83,62
4334,141,83,62
4335,166,83,62
4336,146,85,62
4337,123,86,62
4338,146,86,62
4339,125,87,62
4340,133,87,62
4341,123,88,62
4342,168,89,62
4343,166,90,62
4344,90,91,62
4345,127,91,62
4346,156,91,62
4347,123,93,62
4348,86,94,62
4349,158,94,62
4350,117,96,62
4351,108,97,62
4352,111,98,62
4353,127,98,62
4354,166,98,62
4355,162,99,62
4356,147,100,62
4357,137,101,62
4358,106,102,62
4359,117,103,62
4360,180,103,62
4361,132,104,62
4362,163,105,62
4363,142,106,62
4364,83,107,62
4365,113,107,62
4366,85,108,62
4367,136,109,62
4368,160,109,62
4369,152,110,62
4370,114,112,62
4371,127,112,62
4372,149,113,62
4373,91,114,62
4374,124,115,62
4375,153,115,62
4376,125,117,62
4377,169,117,62
4378,116,119,62
4379,140,120,62
4380,99,122,62
4381,90,123,62
4382,92,123,62
4383,99,123,62
4384,101,124,62
4385,91,125,62
4386,107,126,62
4387,115,126,62
4388,124,127,62
4389,152,128,62
4390,158,128,62
4391,171,129,62
4392,105,131,62
4393,138,131,62
4394,84,132,62
4395,111,132,62
4396,98,133,62
4397,113,133,62
4398,120,133,62
4399,139,134,62
4400,121,135,62
4401,98,136,62
4402,142,137,62
4403,132,139,62
4404,160,140,62
4405,82,142,62
4406,144,143,62
4407,95,145,62
4408,137,146,62
4409,101,147,62
4410,111,148,62
4411,109,150,62
4412,145,150,62
4413,163,151,62
4414,98,153,62
4415,109,153,62
4416,152,153,62
4417,165,153,62
4418,159,155,62
4419,163,156,62
4420,145,157,62
4421,160,158,62
4422,159,160,62
4423,130,162,62
4424,172,163,62
4425,111,166,62
4426,107,168,62
4427,137,170,62
4428,139,170,62
4429,164,170,62
4430,101,171,62
4431,158,172,62
4432,97,173,62
4433,108,175,62
4434,108,178,62
4435,125,180,62
4436,144,181,62
4437,129,185,62
4438,123,60,63
4439,114,63,63
4440,142,66,63
4441,147,68,63
4442,95,71,63
4443,142,71,63
4444,100,74,63
4445,103,76,63
4446,118,77,63
4447,148,79,63
4448,119,81,63
4449,162,81,63
4450,114,83,63
4451,122,85,63
4452,117,87,63
4453,129,88,63
4454,138,88,63
4455,176,88,63
4456,177,89,63
4457,108,91,63
4458,108,92,63
4459,136,93,63
4460,136,94,63
4461,88,95,63
4462,154,95,63
4463,107,96,63
4464,153,97,63
4465,83,98,63
4466,97,99,63
4467,115,100,63
4468,137,100,63
4469,143,100,63
4470,139,101,63
4471,80,102,63
4472,116,102,63
4473,167,103,63
4474,173,103,63
4475,163,105,63
4476,140,107,63
4477,102,109,63
4478,144,110,63
4479,171,110,63
4480,89,112,63
4481,162,112,63
4482,170,113,63
4483,181,114,63
4484,183,114,63
4485,182,115,63
4486,154,116,63
4487,114,118,63
4488,170,119,63
4489,152,121,63
4490,180,121,63
4491,157,122,63
4492,121,124,63
4493,116,125,63
4494,172,126,63
4495,118,128,63
4496,171,129,63
4497,149,130,63
4498,173,131,63
4499,154,133,63
4500,125,135,63
4501,91,137,63
4502,141,138,63
4503,116,140,63
4504,118,141,63
4505,118,143,63
4506,152,143,63
4507,124,145,63
4508,168,145,63
4509,100,146,63
4510,106,147,63
4511,88,149,63
4512,141,150,63
4513,98,151,63
4514,97,153,63
4515,134,154,63
4516,152,156,63
4517,170,158,63
4518,136,159,63
4519,122,160,63
4520,121,162,63
4521,143,163,63
4522,115,164,63
4523,147,166,63
4524,113,168,63
4525,135,168,63
4526,140,170,63
4527,105,171,63
4528,140,173,63
4529,152,174,63
4530,135,177,63
4531,108,178,63
4532,112,181,63
4533,115,184,63
4534,137,184,63
4535,121,185,63
4536,116,63,64
4537,101,67,64
4538,136,67,64
4539,98,68,64
4540,160,68,64
4541,134,70,64
4542,100,73,64
4543,93,75,64
4544,153,75,64
4545,130,76,64
4546,163,76,64
4547,97,79,64
4548,120,80,64
4549,129,82,64
4550,168,82,64
4551,148,84,64
4552,128,85,64
4553,96,87,64
4554,177,87,64
4555,134,89,64
4556,156,89,64
4557,84,91,64
4558,149,92,64
4559,166,92,64
4560,88,93,64
4561,166,93,64
4562,87,94,64
4563,120,95,64
4564,117,96,64
4565,129,96,64
4566,108,97,64
4567,169,97,64
4568,129,98,64
4569,131,98,64
4570,125,99,64
4571,136,99,64
4572,181,99,64
4573,175,100,64
4574,127,102,64
4575,88,103,64
4576,100,103,64
4577,87,105,64
4578,83,106,64
4579,157,107,64
4580,167,107,64
4581,143,108,64
4582,130,110,64
4583,115,111,64
4584,118,111,64
4585,94,112,64
4586,131,112,64
4587,175,112,64
4588,87,113,64
4589,84,114,64
4590,95,114,64
4591,135,115,64
4592,166,116,64
4593,91,118,64
4594,95,119,64
4595,106,119,64
4596,159,120,64
4597,128,121,64
4598,178,122,64
4599,166,123,64
4600,95,124,64
4601,87,126,64
4602,101,127,64
4603,146,128,64
4604,86,129,64
4605,111,129,64
4606,82,130,64
4607,120,131,64
4608,100,133,64
4609,94,135,64
4610,170,135,64
4611,136,136,64
4612,132,138,64
4613,179,139,64
4614,95,140,64
4615,173,140,64
4616,106,141,64
4617,97,142,64
4618,166,143,64
4619,124,144,64
4620,98,146,64
4621,175,147,64
4622,88,150,64
4623,103,151,64
4624,114,152,64
4625,128,153,64
4626,93,155,64
4627,92,157,64
4628,134,157,64
4629,132,158,64
4630,169,158,64
4631,99,161,64
4632,162,162,64
4633,157,163,64
4634,111,164,64
4635,114,164,64
4636,135,166,64
4637,141,167,64
4638,133,168,64
4639,117,170,64
4640,135,171,64
4641,130,173,64
4642,146,175,64
4643,140,177,64
4644,117,181,64
4645,138,184,64
4646,141,62,65
4647,124,63,65
4648,144,66,65
4649,134,69,65
4650,132,71,65
4651,106,73,65
4652,162,73,65
4653,116,75,65
4654,158,76,65
4655,98,78,65
4656,137,79,65
4657,142,79,65
4658,170,81,65
4659,116,83,65
4660,174,83,65
4661,112,85,65
4662,112,86,65
4663,116,88,65
4664,174,88,65
4665,146,89,65
4666,143,91,65
4667,101,92,65
4668,168,92,65
4669,151,93,65
4670,164,93,65
4671,147,94,65
4672,137,95,65
4673,176,96,65
4674,153,97,65
4675,111,99,65
4676,178,99,65
4677,109,100,65
4678,83,101,65
4679,154,102,65
4680,132,103,65
4681,118,105,65
4682,151,105,65
4683,172,105,65
4684,94,106,65
4685,140,106,65
4686,143,106,65
4687,103,108,65
4688,141,108,65
4689,176,108,65
4690,143,109,65
4691,140,110,65
4692,172,110,65
4693,97,111,65
4694,161,111,65
4695,172,112,65
4696,118,114,65
4697,184,115,65
4698,95,116,65
4699,81,117,65
4700,149,118,65
4701,142,119,65
4702,149,120,65
4703,113,121,65
4704,82,122,65
4705,123,123,65
4706,175,123,65
4707,92,125,65
4708,117,126,65
4709,94,127,65
4710,114,128,65
4711,136,129,65
4712,131,131,65
4713,172,132,65
4714,114,134,65
4715,167,134,65
4716,108,135,65
4717,167,136,65
4718,159,138,65
4719,148,139,65
4720,164,140,65
4721,174,141,65
4722,87,143,65
4723,108,144,65
4724,115,145,65
4725,108,146,65
4726,121,148,65
4727,150,149,65
4728,139,150,65
4729,136,152,65
4730,149,153,65
4731,115,155,65
4732,95,156,65
4733,93,157,65
4734,144,157,65
4735,90,159,65
4736,119,161,65
4737,167,161,65
4738,91,163,65
4739,95,164,65
4740,110,165,65
4741,154,167,65
4742,99,168,65
4743,149,169,65
4744,106,172,65
4745,110,173,65
4746,133,174,65
4747,117,175,65
4748,137,178,65
4749,116,182,65
4750,133,183,65
4751,145,184,65
4752,123,63,66
4753,130,63,66
4754,112,67,66
4755,141,68,66
4756,149,69,66
4757,96,71,66
4758,127,73,66
4759,129,75,66
4760,137,77,66
4761,168,77,66
4762,163,79,66
4763,158,80,66
4764,161,82,66
4765,163,82,66
4766,163,84,66
4767,169,85,66
